route_id,service_id,trip_id,trip_headsign,block_id,wheelchair_accessible,trip_direction_name,exceptional
5,5,5-46,5-46,5-46,NA,NA,NA
5,5,5-47,5-47,5-47,NA,NA,NA
5,5,5-48,5-48,5-48,NA,NA,NA
5,5,5-49,5-49,5-49,NA,NA,NA
5,5,5-50,5-50,5-50,NA,NA,NA
5,5,5-51,5-51,5-51,NA,NA,NA
5,5,5-52,5-52,5-52,NA,NA,NA
5,5,5-53,5-53,5-53,NA,NA,NA
5,5,5-54,5-54,5-54,NA,NA,NA
5,5,5-55,5-55,5-55,NA,NA,NA
5,5,5-56,5-56,5-56,NA,NA,NA
5,5,5-57,5-57,5-57,NA,NA,NA
5,5,5-58,5-58,5-58,NA,NA,NA
5,5,5-59,5-59,5-59,NA,NA,NA
5,5,5-60,5-60,5-60,NA,NA,NA
5,5,5-61,5-61,5-61,NA,NA,NA
5,5,5-62,5-62,5-62,NA,NA,NA
5,5,5-63,5-63,5-63,NA,NA,NA
5,5,5-64,5-64,5-64,NA,NA,NA
5,5,5-65,5-65,5-65,NA,NA,NA
5,5,5-66,5-66,5-66,NA,NA,NA
5,5,5-67,5-67,5-67,NA,NA,NA
5,5,5-68,5-68,5-68,NA,NA,NA
5,5,5-69,5-69,5-69,NA,NA,NA
5,5,5-70,5-70,5-70,NA,NA,NA
5,5,5-71,5-71,5-71,NA,NA,NA
5,5,5-72,5-72,5-72,NA,NA,NA
5,5,5-73,5-73,5-73,NA,NA,NA
5,5,5-74,5-74,5-74,NA,NA,NA
5,5,5-75,5-75,5-75,NA,NA,NA
5,5,5-76,5-76,5-76,NA,NA,NA
5,5,5-77,5-77,5-77,NA,NA,NA
5,5,5-78,5-78,5-78,NA,NA,NA
5,5,5-79,5-79,5-79,NA,NA,NA
5,5,5-80,5-80,5-80,NA,NA,NA
5,5,5-81,5-81,5-81,NA,NA,NA
5,5,5-82,5-82,5-82,NA,NA,NA
5,5,5-83,5-83,5-83,NA,NA,NA
5,5,5-84,5-84,5-84,NA,NA,NA
5,5,5-85,5-85,5-85,NA,NA,NA
5,5,5-86,5-86,5-86,NA,NA,NA
5,5,5-87,5-87,5-87,NA,NA,NA
5,5,5-88,5-88,5-88,NA,NA,NA
5,5,5-89,5-89,5-89,NA,NA,NA
5,5,5-90,5-90,5-90,NA,NA,NA
5,5,5-91,5-91,5-91,NA,NA,NA
5,5,5-92,5-92,5-92,NA,NA,NA
5,5,5-93,5-93,5-93,NA,NA,NA
5,5,5-94,5-94,5-94,NA,NA,NA
5,5,5-95,5-95,5-95,NA,NA,NA
5,5,5-96,5-96,5-96,NA,NA,NA
5,5,5-97,5-97,5-97,NA,NA,NA
5,5,5-98,5-98,5-98,NA,NA,NA
5,5,5-99,5-99,5-99,NA,NA,NA
5,5,5-100,5-100,5-100,NA,NA,NA
5,5,5-101,5-101,5-101,NA,NA,NA
6,6,6-0,6-0,6-0,NA,NA,NA
6,6,6-1,6-1,6-1,NA,NA,NA
6,6,6-2,6-2,6-2,NA,NA,NA
6,6,6-3,6-3,6-3,NA,NA,NA
6,6,6-4,6-4,6-4,NA,NA,NA
6,6,6-5,6-5,6-5,NA,NA,NA
6,6,6-6,6-6,6-6,NA,NA,NA
6,6,6-7,6-7,6-7,NA,NA,NA
6,6,6-8,6-8,6-8,NA,NA,NA
6,6,6-9,6-9,6-9,NA,NA,NA
6,6,6-10,6-10,6-10,NA,NA,NA
6,6,6-11,6-11,6-11,NA,NA,NA
6,6,6-12,6-12,6-12,NA,NA,NA
6,6,6-13,6-13,6-13,NA,NA,NA
6,6,6-14,6-14,6-14,NA,NA,NA
6,6,6-15,6-15,6-15,NA,NA,NA
6,6,6-16,6-16,6-16,NA,NA,NA
6,6,6-17,6-17,6-17,NA,NA,NA
6,6,6-18,6-18,6-18,NA,NA,NA
6,6,6-19,6-19,6-19,NA,NA,NA
6,6,6-20,6-20,6-20,NA,NA,NA
6,6,6-21,6-21,6-21,NA,NA,NA
6,6,6-22,6-22,6-22,NA,NA,NA
6,6,6-23,6-23,6-23,NA,NA,NA
6,6,6-24,6-24,6-24,NA,NA,NA
6,6,6-25,6-25,6-25,NA,NA,NA
6,6,6-26,6-26,6-26,NA,NA,NA
6,6,6-27,6-27,6-27,NA,NA,NA
6,6,6-28,6-28,6-28,NA,NA,NA
6,6,6-29,6-29,6-29,NA,NA,NA
6,6,6-30,6-30,6-30,NA,NA,NA
6,6,6-31,6-31,6-31,NA,NA,NA
6,6,6-32,6-32,6-32,NA,NA,NA
6,6,6-33,6-33,6-33,NA,NA,NA
6,6,6-34,6-34,6-34,NA,NA,NA
6,6,6-35,6-35,6-35,NA,NA,NA
6,6,6-36,6-36,6-36,NA,NA,NA
6,6,6-37,6-37,6-37,NA,NA,NA
6,6,6-38,6-38,6-38,NA,NA,NA
6,6,6-39,6-39,6-39,NA,NA,NA
6,6,6-40,6-40,6-40,NA,NA,NA
6,6,6-41,6-41,6-41,NA,NA,NA
6,6,6-42,6-42,6-42,NA,NA,NA
6,6,6-43,6-43,6-43,NA,NA,NA
6,6,6-44,6-44,6-44,NA,NA,NA
6,6,6-45,6-45,6-45,NA,NA,NA
6,6,6-46,6-46,6-46,NA,NA,NA
6,6,6-47,6-47,6-47,NA,NA,NA
6,6,6-48,6-48,6-48,NA,NA,NA
6,6,6-49,6-49,6-49,NA,NA,NA
6,6,6-50,6-50,6-50,NA,NA,NA
6,6,6-51,6-51,6-51,NA,NA,NA
6,6,6-52,6-52,6-52,NA,NA,NA
6,6,6-53,6-53,6-53,NA,NA,NA
6,6,6-54,6-54,6-54,NA,NA,NA
6,6,6-55,6-55,6-55,NA,NA,NA
6,6,6-56,6-56,6-56,NA,NA,NA
6,6,6-57,6-57,6-57,NA,NA,NA
6,6,6-58,6-58,6-58,NA,NA,NA
6,6,6-59,6-59,6-59,NA,NA,NA
6,6,6-60,6-60,6-60,NA,NA,NA
6,6,6-61,6-61,6-61,NA,NA,NA
6,6,6-62,6-62,6-62,NA,NA,NA
6,6,6-63,6-63,6-63,NA,NA,NA
6,6,6-64,6-64,6-64,NA,NA,NA
6,6,6-65,6-65,6-65,NA,NA,NA
6,6,6-66,6-66,6-66,NA,NA,NA
6,6,6-67,6-67,6-67,NA,NA,NA
6,6,6-68,6-68,6-68,NA,NA,NA
6,6,6-69,6-69,6-69,NA,NA,NA
6,6,6-70,6-70,6-70,NA,NA,NA
6,6,6-71,6-71,6-71,NA,NA,NA
6,6,6-72,6-72,6-72,NA,NA,NA
6,6,6-73,6-73,6-73,NA,NA,NA
6,6,6-74,6-74,6-74,NA,NA,NA
6,6,6-75,6-75,6-75,NA,NA,NA
6,6,6-76,6-76,6-76,NA,NA,NA
6,6,6-77,6-77,6-77,NA,NA,NA
6,6,6-78,6-78,6-78,NA,NA,NA
6,6,6-79,6-79,6-79,NA,NA,NA
6,6,6-80,6-80,6-80,NA,NA,NA
6,6,6-81,6-81,6-81,NA,NA,NA
6,6,6-82,6-82,6-82,NA,NA,NA
6,6,6-83,6-83,6-83,NA,NA,NA
6,6,6-84,6-84,6-84,NA,NA,NA
6,6,6-85,6-85,6-85,NA,NA,NA
6,6,6-86,6-86,6-86,NA,NA,NA
6,6,6-87,6-87,6-87,NA,NA,NA
6,6,6-88,6-88,6-88,NA,NA,NA
6,6,6-89,6-89,6-89,NA,NA,NA
6,6,6-90,6-90,6-90,NA,NA,NA
6,6,6-91,6-91,6-91,NA,NA,NA
6,6,6-92,6-92,6-92,NA,NA,NA
6,6,6-93,6-93,6-93,NA,NA,NA
6,6,6-94,6-94,6-94,NA,NA,NA
6,6,6-95,6-95,6-95,NA,NA,NA
6,6,6-96,6-96,6-96,NA,NA,NA
6,6,6-97,6-97,6-97,NA,NA,NA
6,6,6-98,6-98,6-98,NA,NA,NA
6,6,6-99,6-99,6-99,NA,NA,NA
6,6,6-100,6-100,6-100,NA,NA,NA
6,6,6-101,6-101,6-101,NA,NA,NA
7,7,7-0,7-0,7-0,NA,NA,NA
7,7,7-1,7-1,7-1,NA,NA,NA
7,7,7-2,7-2,7-2,NA,NA,NA
7,7,7-3,7-3,7-3,NA,NA,NA
7,7,7-4,7-4,7-4,NA,NA,NA
7,7,7-5,7-5,7-5,NA,NA,NA
7,7,7-6,7-6,7-6,NA,NA,NA
7,7,7-7,7-7,7-7,NA,NA,NA
7,7,7-8,7-8,7-8,NA,NA,NA
7,7,7-9,7-9,7-9,NA,NA,NA
7,7,7-10,7-10,7-10,NA,NA,NA
7,7,7-11,7-11,7-11,NA,NA,NA
7,7,7-12,7-12,7-12,NA,NA,NA
7,7,7-13,7-13,7-13,NA,NA,NA
7,7,7-14,7-14,7-14,NA,NA,NA
7,7,7-15,7-15,7-15,NA,NA,NA
7,7,7-16,7-16,7-16,NA,NA,NA
7,7,7-17,7-17,7-17,NA,NA,NA
7,7,7-18,7-18,7-18,NA,NA,NA
7,7,7-19,7-19,7-19,NA,NA,NA
7,7,7-20,7-20,7-20,NA,NA,NA
7,7,7-21,7-21,7-21,NA,NA,NA
7,7,7-22,7-22,7-22,NA,NA,NA
7,7,7-23,7-23,7-23,NA,NA,NA
7,7,7-24,7-24,7-24,NA,NA,NA
7,7,7-25,7-25,7-25,NA,NA,NA
7,7,7-26,7-26,7-26,NA,NA,NA
7,7,7-27,7-27,7-27,NA,NA,NA
7,7,7-28,7-28,7-28,NA,NA,NA
7,7,7-29,7-29,7-29,NA,NA,NA
7,7,7-30,7-30,7-30,NA,NA,NA
7,7,7-31,7-31,7-31,NA,NA,NA
7,7,7-32,7-32,7-32,NA,NA,NA
7,7,7-33,7-33,7-33,NA,NA,NA
7,7,7-34,7-34,7-34,NA,NA,NA
7,7,7-35,7-35,7-35,NA,NA,NA
7,7,7-36,7-36,7-36,NA,NA,NA
7,7,7-37,7-37,7-37,NA,NA,NA
7,7,7-38,7-38,7-38,NA,NA,NA
7,7,7-39,7-39,7-39,NA,NA,NA
7,7,7-40,7-40,7-40,NA,NA,NA
7,7,7-41,7-41,7-41,NA,NA,NA
7,7,7-42,7-42,7-42,NA,NA,NA
7,7,7-43,7-43,7-43,NA,NA,NA
7,7,7-44,7-44,7-44,NA,NA,NA
7,7,7-45,7-45,7-45,NA,NA,NA
7,7,7-46,7-46,7-46,NA,NA,NA
7,7,7-47,7-47,7-47,NA,NA,NA
7,7,7-48,7-48,7-48,NA,NA,NA
7,7,7-49,7-49,7-49,NA,NA,NA
7,7,7-50,7-50,7-50,NA,NA,NA
7,7,7-51,7-51,7-51,NA,NA,NA
7,7,7-52,7-52,7-52,NA,NA,NA
7,7,7-53,7-53,7-53,NA,NA,NA
7,7,7-54,7-54,7-54,NA,NA,NA
7,7,7-55,7-55,7-55,NA,NA,NA
7,7,7-56,7-56,7-56,NA,NA,NA
7,7,7-57,7-57,7-57,NA,NA,NA
7,7,7-58,7-58,7-58,NA,NA,NA
7,7,7-59,7-59,7-59,NA,NA,NA
7,7,7-60,7-60,7-60,NA,NA,NA
7,7,7-61,7-61,7-61,NA,NA,NA
7,7,7-62,7-62,7-62,NA,NA,NA
7,7,7-63,7-63,7-63,NA,NA,NA
7,7,7-64,7-64,7-64,NA,NA,NA
7,7,7-65,7-65,7-65,NA,NA,NA
7,7,7-66,7-66,7-66,NA,NA,NA
7,7,7-67,7-67,7-67,NA,NA,NA
7,7,7-68,7-68,7-68,NA,NA,NA
7,7,7-69,7-69,7-69,NA,NA,NA
7,7,7-70,7-70,7-70,NA,NA,NA
7,7,7-71,7-71,7-71,NA,NA,NA
7,7,7-72,7-72,7-72,NA,NA,NA
7,7,7-73,7-73,7-73,NA,NA,NA
7,7,7-74,7-74,7-74,NA,NA,NA
7,7,7-75,7-75,7-75,NA,NA,NA
7,7,7-76,7-76,7-76,NA,NA,NA
7,7,7-77,7-77,7-77,NA,NA,NA
7,7,7-78,7-78,7-78,NA,NA,NA
7,7,7-79,7-79,7-79,NA,NA,NA
7,7,7-80,7-80,7-80,NA,NA,NA
7,7,7-81,7-81,7-81,NA,NA,NA
7,7,7-82,7-82,7-82,NA,NA,NA
7,7,7-83,7-83,7-83,NA,NA,NA
7,7,7-84,7-84,7-84,NA,NA,NA
7,7,7-85,7-85,7-85,NA,NA,NA
7,7,7-86,7-86,7-86,NA,NA,NA
7,7,7-87,7-87,7-87,NA,NA,NA
7,7,7-88,7-88,7-88,NA,NA,NA
7,7,7-89,7-89,7-89,NA,NA,NA
7,7,7-90,7-90,7-90,NA,NA,NA
7,7,7-91,7-91,7-91,NA,NA,NA
7,7,7-92,7-92,7-92,NA,NA,NA
7,7,7-93,7-93,7-93,NA,NA,NA
7,7,7-94,7-94,7-94,NA,NA,NA
7,7,7-95,7-95,7-95,NA,NA,NA
7,7,7-96,7-96,7-96,NA,NA,NA
7,7,7-97,7-97,7-97,NA,NA,NA
7,7,7-98,7-98,7-98,NA,NA,NA
7,7,7-99,7-99,7-99,NA,NA,NA
7,7,7-100,7-100,7-100,NA,NA,NA
7,7,7-101,7-101,7-101,NA,NA,NA
