,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_income,hh_cars,p_hh_index,adult,gender,age,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
1712,464.0,8.0,8.1,4.0,2.0,2.0,yes,45000.0,0.0,3,under16,male,1.0,education,none,education,63.0,6.0,6.6,car,mid,0-4
1713,465.0,6.0,6.5,3.0,0.0,2.0,yes,95000.0,1.0,0,16+,female,65.0,employment,unskilled,work,58.0,5.0,5.2,car,high,61-71
1714,465.0,6.0,6.5,3.0,0.0,2.0,yes,95000.0,1.0,1,16+,male,63.0,employment,unskilled,work,94.0,8.0,8.1,car,high,61-71
1715,465.0,6.0,6.5,3.0,0.0,2.0,yes,95000.0,1.0,2,16+,male,65.0,retired,none,None,-1.0,-1.0,-1.0,,high,61-71
1716,466.0,6.0,6.6,3.0,0.0,2.0,yes,45000.0,2.0,0,16+,female,64.0,employment,skilled,work,101.0,8.0,8.1,car,mid,61-71
1717,466.0,6.0,6.6,3.0,0.0,2.0,yes,45000.0,2.0,1,16+,female,64.0,employment,unskilled,work,4.0,10.0,10.3,car,mid,61-71
1718,466.0,6.0,6.6,3.0,0.0,2.0,yes,45000.0,2.0,2,16+,female,62.0,retired,none,None,-1.0,-1.0,-1.0,,mid,61-71
1719,467.0,4.0,4.2,5.0,1.0,2.0,yes,35000.0,3.0,0,16+,male,29.0,employment,unskilled,work,88.0,6.0,6.6,car,low,21-31
1720,467.0,4.0,4.2,5.0,1.0,2.0,yes,35000.0,3.0,1,16+,male,29.0,employment,unskilled,work,9.0,10.0,10.3,car,low,21-31
1721,467.0,4.0,4.2,5.0,1.0,2.0,yes,35000.0,3.0,2,16+,female,33.0,unemployed,none,None,-1.0,-1.0,-1.0,,low,31-41
1722,467.0,4.0,4.2,5.0,1.0,2.0,yes,35000.0,3.0,3,16+,female,32.0,employment,unskilled,work,53.0,6.0,6.3,car,low,31-41
1723,467.0,4.0,4.2,5.0,1.0,2.0,yes,35000.0,3.0,4,under16,male,11.0,education,none,None,-1.0,-1.0,-1.0,,low,4-13
1724,468.0,4.0,4.3,4.0,0.0,3.0,yes,115000.0,2.0,0,16+,male,59.0,employment,skilled,work,60.0,5.0,5.2,car,high,51-61
1725,468.0,4.0,4.3,4.0,0.0,3.0,yes,115000.0,2.0,1,16+,male,58.0,employment,skilled,work,197.0,0.0,0.1,car,high,51-61
1726,468.0,4.0,4.3,4.0,0.0,3.0,yes,115000.0,2.0,2,16+,male,60.0,employment,skilled,work,203.0,0.0,0.1,car,high,51-61
1727,468.0,4.0,4.3,4.0,0.0,3.0,yes,115000.0,2.0,3,16+,female,60.0,retired,none,shopping,63.0,8.0,8.1,car,high,51-61
1728,469.0,7.0,7.0,4.0,3.0,0.0,noone,22000.0,0.0,0,16+,female,19.0,unemployed,none,leisure,48.0,5.0,5.5,car,low,16-21
1729,469.0,7.0,7.0,4.0,3.0,0.0,noone,22000.0,0.0,1,under16,female,7.0,education,none,education,59.0,8.0,8.1,car,low,4-13
1730,469.0,7.0,7.0,4.0,3.0,0.0,noone,22000.0,0.0,2,under16,male,11.0,education,none,health,19.0,5.0,5.7,car,low,4-13
1731,469.0,7.0,7.0,4.0,3.0,0.0,noone,22000.0,0.0,3,under16,male,13.0,education,none,education,36.0,5.0,5.3,car,low,4-13
1732,470.0,5.0,5.5,4.0,2.0,2.0,yes,40000.0,0.0,0,16+,female,26.0,employment,unskilled,work,91.0,6.0,6.6,car,mid,21-31
1733,470.0,5.0,5.5,4.0,2.0,2.0,yes,40000.0,0.0,1,16+,male,29.0,employment,unskilled,work,60.0,5.0,5.2,car,mid,21-31
1734,470.0,5.0,5.5,4.0,2.0,2.0,yes,40000.0,0.0,2,under16,male,6.0,education,none,education,51.0,6.0,6.6,car,mid,4-13
1735,470.0,5.0,5.5,4.0,2.0,2.0,yes,40000.0,0.0,3,under16,female,4.0,education,none,education,70.0,5.0,5.7,car,mid,0-4
1736,471.0,4.0,4.3,5.0,1.0,4.0,yes,50000.0,4.0,0,16+,male,38.0,employment,unskilled,work,127.0,5.0,5.6,car,mid,31-41
1737,471.0,4.0,4.3,5.0,1.0,4.0,yes,50000.0,4.0,1,16+,female,36.0,employment,skilled,None,-1.0,-1.0,-1.0,,mid,31-41
1738,471.0,4.0,4.3,5.0,1.0,4.0,yes,50000.0,4.0,2,16+,male,37.0,employment,unskilled,work,82.0,5.0,5.3,car,mid,31-41
1739,471.0,4.0,4.3,5.0,1.0,4.0,yes,50000.0,4.0,3,16+,female,36.0,employment,unskilled,work,185.0,0.0,0.1,car,mid,31-41
1740,471.0,4.0,4.3,5.0,1.0,4.0,yes,50000.0,4.0,4,under16,male,5.0,education,none,education,64.0,5.0,5.7,car,mid,4-13
1741,472.0,5.0,5.9,2.0,0.0,0.0,noone,17000.0,1.0,0,16+,male,52.0,retired,none,shopping,16.0,10.0,10.0,car,low,51-61
1742,472.0,5.0,5.9,2.0,0.0,0.0,noone,17000.0,1.0,1,16+,male,50.0,employment,unskilled,work,42.0,10.0,10.0,car,low,41-51
1743,473.0,4.0,4.3,2.0,0.0,0.0,noone,17000.0,1.0,0,16+,male,62.0,retired,none,shopping,73.0,3.0,3.3,car,low,61-71
1744,473.0,4.0,4.3,2.0,0.0,0.0,noone,17000.0,1.0,1,16+,male,61.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
1745,474.0,5.0,5.6,5.0,4.0,1.0,yes,95000.0,0.0,0,16+,female,20.0,employment,unskilled,work,143.0,8.0,8.1,car,high,16-21
1746,474.0,5.0,5.6,5.0,4.0,1.0,yes,95000.0,0.0,1,under16,female,8.0,education,none,education,67.0,5.0,5.6,cycle,high,4-13
1747,474.0,5.0,5.6,5.0,4.0,1.0,yes,95000.0,0.0,2,under16,female,6.0,education,none,education,39.0,6.0,6.3,car,high,4-13
1748,474.0,5.0,5.6,5.0,4.0,1.0,yes,95000.0,0.0,3,under16,male,10.0,education,none,education,2.0,10.0,10.0,car,high,4-13
1749,474.0,5.0,5.6,5.0,4.0,1.0,yes,95000.0,0.0,4,under16,male,8.0,education,none,None,-1.0,-1.0,-1.0,,high,4-13
1750,475.0,5.0,5.4,4.0,0.0,0.0,noone,19000.0,1.0,0,16+,other,57.0,retired,none,leisure,25.0,5.0,5.2,car,low,51-61
1751,475.0,5.0,5.4,4.0,0.0,0.0,noone,19000.0,1.0,1,16+,female,55.0,retired,none,leisure,60.0,8.0,8.1,car,low,51-61
1752,475.0,5.0,5.4,4.0,0.0,0.0,noone,19000.0,1.0,2,16+,male,56.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
1753,475.0,5.0,5.4,4.0,0.0,0.0,noone,19000.0,1.0,3,16+,female,58.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
1754,476.0,8.0,8.1,2.0,0.0,0.0,noone,17000.0,1.0,0,16+,male,55.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
1755,476.0,8.0,8.1,2.0,0.0,0.0,noone,17000.0,1.0,1,16+,male,52.0,retired,none,health,16.0,6.0,6.3,car,low,51-61
1756,477.0,4.0,4.2,2.0,1.0,1.0,yes,45000.0,1.0,0,16+,female,34.0,employment,unskilled,work,145.0,3.0,3.2,car,mid,31-41
1757,477.0,4.0,4.2,2.0,1.0,1.0,yes,45000.0,1.0,1,under16,female,12.0,education,none,None,-1.0,-1.0,-1.0,,mid,4-13
1758,478.0,5.0,5.1,5.0,1.0,3.0,yes,165000.0,2.0,0,16+,female,26.0,employment,unskilled,work,16.0,10.0,10.0,car,high,21-31
1759,478.0,5.0,5.1,5.0,1.0,3.0,yes,165000.0,2.0,1,16+,female,23.0,employment,unskilled,work,92.0,5.0,5.7,car,high,21-31
1760,478.0,5.0,5.1,5.0,1.0,3.0,yes,165000.0,2.0,2,16+,male,24.0,education,none,None,-1.0,-1.0,-1.0,,high,21-31
1761,478.0,5.0,5.1,5.0,1.0,3.0,yes,165000.0,2.0,3,16+,male,23.0,employment,unskilled,work,129.0,5.0,5.6,car,high,21-31
1762,478.0,5.0,5.1,5.0,1.0,3.0,yes,165000.0,2.0,4,under16,female,5.0,education,none,education,46.0,6.0,6.6,car,high,4-13
1763,479.0,6.0,6.3,3.0,0.0,2.0,yes,115000.0,2.0,0,16+,female,52.0,employment,unskilled,work,48.0,6.0,6.3,car,high,51-61
1764,479.0,6.0,6.3,3.0,0.0,2.0,yes,115000.0,2.0,1,16+,female,54.0,employment,unskilled,work,11.0,10.0,10.0,car,high,51-61
1765,479.0,6.0,6.3,3.0,0.0,2.0,yes,115000.0,2.0,2,16+,female,55.0,retired,none,leisure,41.0,6.0,6.6,car,high,51-61
1766,480.0,6.0,6.5,5.0,0.0,3.0,yes,45000.0,2.0,0,16+,male,52.0,employment,unskilled,work,60.0,5.0,5.2,car,mid,51-61
1767,480.0,6.0,6.5,5.0,0.0,3.0,yes,45000.0,2.0,1,16+,female,54.0,employment,skilled,work,80.0,6.0,6.3,car,mid,51-61
1768,480.0,6.0,6.5,5.0,0.0,3.0,yes,45000.0,2.0,2,16+,female,54.0,employment,unskilled,work,72.0,4.0,4.3,car,mid,51-61
1769,480.0,6.0,6.5,5.0,0.0,3.0,yes,45000.0,2.0,3,16+,male,51.0,retired,none,shopping,48.0,5.0,5.7,car,mid,41-51
1770,480.0,6.0,6.5,5.0,0.0,3.0,yes,45000.0,2.0,4,16+,male,55.0,retired,none,None,-1.0,-1.0,-1.0,,mid,51-61
1771,481.0,6.0,6.3,1.0,0.0,0.0,noone,16000.0,1.0,0,16+,female,49.0,employment,unskilled,work,55.0,6.0,6.1,car,low,41-51
1772,482.0,4.0,4.3,4.0,0.0,3.0,yes,45000.0,1.0,0,16+,male,59.0,employment,unskilled,work,115.0,5.0,5.6,car,mid,51-61
1773,482.0,4.0,4.3,4.0,0.0,3.0,yes,45000.0,1.0,1,16+,male,61.0,employment,unskilled,work,112.0,7.0,7.0,car,mid,51-61
1774,482.0,4.0,4.3,4.0,0.0,3.0,yes,45000.0,1.0,2,16+,male,60.0,employment,unskilled,work,173.0,3.0,3.3,car,mid,51-61
1775,482.0,4.0,4.3,4.0,0.0,3.0,yes,45000.0,1.0,3,16+,male,59.0,retired,none,shopping,48.0,5.0,5.7,car,mid,51-61
1776,483.0,7.0,7.0,1.0,0.0,1.0,yes,35000.0,1.0,0,16+,female,68.0,employment,skilled,work,40.0,10.0,10.3,car,low,61-71
1777,484.0,4.0,4.3,2.0,1.0,1.0,yes,45000.0,0.0,0,16+,female,21.0,employment,unskilled,work,74.0,5.0,5.2,car,mid,16-21
1778,484.0,4.0,4.3,2.0,1.0,1.0,yes,45000.0,0.0,1,under16,female,7.0,education,none,education,56.0,8.0,8.1,car,mid,4-13
1779,485.0,5.0,5.3,3.0,1.0,2.0,yes,115000.0,1.0,0,16+,female,22.0,employment,unskilled,work,41.0,10.0,10.3,car,high,21-31
1780,485.0,5.0,5.3,3.0,1.0,2.0,yes,115000.0,1.0,1,16+,female,23.0,employment,unskilled,work,136.0,5.0,5.5,car,high,21-31
1781,485.0,5.0,5.3,3.0,1.0,2.0,yes,115000.0,1.0,2,under16,female,7.0,education,none,education,60.0,8.0,8.1,car,high,4-13
1782,486.0,4.0,4.3,5.0,2.0,3.0,yes,45000.0,1.0,0,16+,male,19.0,education,none,education,77.0,3.0,3.2,car,mid,16-21
1783,486.0,4.0,4.3,5.0,2.0,3.0,yes,45000.0,1.0,1,16+,male,17.0,education,none,education,71.0,5.0,5.5,car,mid,16-21
1784,486.0,4.0,4.3,5.0,2.0,3.0,yes,45000.0,1.0,2,16+,female,22.0,employment,unskilled,work,48.0,6.0,6.3,car,mid,21-31
1785,486.0,4.0,4.3,5.0,2.0,3.0,yes,45000.0,1.0,3,under16,male,10.0,education,none,education,26.0,5.0,5.3,car,mid,4-13
1786,486.0,4.0,4.3,5.0,2.0,3.0,yes,45000.0,1.0,4,under16,male,2.0,education,none,education,30.0,6.0,6.3,car,mid,0-4
1787,487.0,5.0,5.0,2.0,0.0,1.0,yes,40000.0,1.0,0,16+,male,45.0,employment,unskilled,work,158.0,3.0,3.2,car,mid,41-51
1788,487.0,5.0,5.0,2.0,0.0,1.0,yes,40000.0,1.0,1,16+,male,46.0,unemployed,none,None,-1.0,-1.0,-1.0,,mid,41-51
1789,488.0,6.0,6.0,1.0,0.0,1.0,yes,60000.0,1.0,0,16+,male,57.0,employment,unskilled,work,6.0,10.0,10.3,car,mid-high,51-61
1790,489.0,5.0,5.8,5.0,1.0,2.0,yes,110000.0,3.0,0,16+,male,20.0,employment,unskilled,None,-1.0,-1.0,-1.0,,high,16-21
1791,489.0,5.0,5.8,5.0,1.0,2.0,yes,110000.0,3.0,1,16+,female,20.0,employment,unskilled,work,15.0,10.0,10.0,car,high,16-21
1792,489.0,5.0,5.8,5.0,1.0,2.0,yes,110000.0,3.0,2,16+,male,22.0,employment,unskilled,work,87.0,5.0,5.6,car,high,21-31
1793,489.0,5.0,5.8,5.0,1.0,2.0,yes,110000.0,3.0,3,16+,male,21.0,employment,unskilled,work,4.0,10.0,10.3,car,high,16-21
1794,489.0,5.0,5.8,5.0,1.0,2.0,yes,110000.0,3.0,4,under16,male,12.0,education,none,education,16.0,10.0,10.2,car,high,4-13
1795,490.0,8.0,8.1,2.0,0.0,1.0,yes,65000.0,1.0,0,16+,female,54.0,employment,unskilled,work,77.0,6.0,6.0,car,mid-high,51-61
1796,490.0,8.0,8.1,2.0,0.0,1.0,yes,65000.0,1.0,1,16+,male,53.0,retired,none,leisure,10.0,10.0,10.3,car,mid-high,51-61
1797,491.0,6.0,6.3,4.0,2.0,2.0,yes,60000.0,0.0,0,16+,male,34.0,employment,skilled,work,60.0,5.0,5.2,car,mid-high,31-41
1798,491.0,6.0,6.3,4.0,2.0,2.0,yes,60000.0,0.0,1,16+,female,35.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid-high,31-41
1799,491.0,6.0,6.3,4.0,2.0,2.0,yes,60000.0,0.0,2,under16,female,11.0,education,none,education,62.0,8.0,8.1,car,mid-high,4-13
1800,491.0,6.0,6.3,4.0,2.0,2.0,yes,60000.0,0.0,3,under16,male,15.0,education,none,health,9.0,6.0,6.0,car,mid-high,13-16
1801,492.0,5.0,5.3,4.0,1.0,3.0,yes,145000.0,1.0,0,16+,female,19.0,education,none,education,51.0,6.0,6.6,car,high,16-21
1802,492.0,5.0,5.3,4.0,1.0,3.0,yes,145000.0,1.0,1,16+,female,19.0,education,none,education,68.0,5.0,5.4,car,high,16-21
1803,492.0,5.0,5.3,4.0,1.0,3.0,yes,145000.0,1.0,2,16+,female,21.0,employment,skilled,work,95.0,6.0,6.6,car,high,16-21
1804,492.0,5.0,5.3,4.0,1.0,3.0,yes,145000.0,1.0,3,under16,male,7.0,education,none,education,28.0,6.0,6.3,car,high,4-13
1805,493.0,6.0,6.1,5.0,0.0,3.0,yes,85000.0,1.0,0,16+,male,50.0,employment,skilled,work,51.0,6.0,6.1,car,mid-high,41-51
1806,493.0,6.0,6.1,5.0,0.0,3.0,yes,85000.0,1.0,1,16+,female,50.0,employment,skilled,work,122.0,7.0,7.0,car,mid-high,41-51
1807,493.0,6.0,6.1,5.0,0.0,3.0,yes,85000.0,1.0,2,16+,female,49.0,employment,unskilled,work,208.0,0.0,0.1,car,mid-high,41-51
1808,493.0,6.0,6.1,5.0,0.0,3.0,yes,85000.0,1.0,3,16+,male,47.0,unemployed,none,None,-1.0,-1.0,-1.0,,mid-high,41-51
1809,493.0,6.0,6.1,5.0,0.0,3.0,yes,85000.0,1.0,4,16+,female,48.0,employment,unskilled,work,122.0,7.0,7.0,car,mid-high,41-51
1810,494.0,6.0,6.6,5.0,1.0,2.0,yes,50000.0,2.0,0,16+,male,32.0,employment,unskilled,work,45.0,5.0,5.2,car,mid,31-41
1811,494.0,6.0,6.6,5.0,1.0,2.0,yes,50000.0,2.0,1,16+,male,28.0,employment,unskilled,work,172.0,3.0,3.3,car,mid,21-31
1812,494.0,6.0,6.6,5.0,1.0,2.0,yes,50000.0,2.0,2,16+,female,31.0,employment,skilled,work,34.0,10.0,10.0,car,mid,21-31
1813,494.0,6.0,6.6,5.0,1.0,2.0,yes,50000.0,2.0,3,16+,male,28.0,employment,unskilled,work,146.0,3.0,3.3,car,mid,21-31
1814,494.0,6.0,6.6,5.0,1.0,2.0,yes,50000.0,2.0,4,under16,male,14.0,education,none,education,47.0,5.0,5.8,car,mid,13-16
1815,495.0,5.0,5.6,5.0,1.0,2.0,yes,215000.0,2.0,0,16+,female,21.0,employment,unskilled,work,133.0,7.0,7.0,car,high,16-21
1816,495.0,5.0,5.6,5.0,1.0,2.0,yes,215000.0,2.0,1,16+,male,22.0,employment,unskilled,work,95.0,6.0,6.6,car,high,21-31
1817,495.0,5.0,5.6,5.0,1.0,2.0,yes,215000.0,2.0,2,16+,male,21.0,employment,unskilled,work,5.0,10.0,10.2,car,high,16-21
1818,495.0,5.0,5.6,5.0,1.0,2.0,yes,215000.0,2.0,3,16+,male,21.0,unemployed,none,None,-1.0,-1.0,-1.0,,high,16-21
1819,495.0,5.0,5.6,5.0,1.0,2.0,yes,215000.0,2.0,4,under16,female,2.0,education,none,education,56.0,8.0,8.1,PT,high,0-4
1820,496.0,6.0,6.1,5.0,0.0,2.0,yes,115000.0,3.0,0,16+,male,63.0,employment,manager,work,156.0,3.0,3.2,car,high,61-71
1821,496.0,6.0,6.1,5.0,0.0,2.0,yes,115000.0,3.0,1,16+,male,61.0,employment,unskilled,work,174.0,3.0,3.0,car,high,51-61
1822,496.0,6.0,6.1,5.0,0.0,2.0,yes,115000.0,3.0,2,16+,male,61.0,retired,none,None,-1.0,-1.0,-1.0,,high,51-61
1823,496.0,6.0,6.1,5.0,0.0,2.0,yes,115000.0,3.0,3,16+,male,61.0,retired,none,None,-1.0,-1.0,-1.0,,high,51-61
1824,496.0,6.0,6.1,5.0,0.0,2.0,yes,115000.0,3.0,4,16+,female,64.0,retired,none,shopping,37.0,5.0,5.2,car,high,61-71
1825,497.0,5.0,5.5,4.0,2.0,1.0,yes,70000.0,0.0,0,16+,female,21.0,employment,unskilled,work,36.0,10.0,10.0,car,mid-high,16-21
1826,497.0,5.0,5.5,4.0,2.0,1.0,yes,70000.0,0.0,1,16+,male,20.0,employment,unskilled,work,65.0,5.0,5.6,car,mid-high,16-21
1827,497.0,5.0,5.5,4.0,2.0,1.0,yes,70000.0,0.0,2,under16,male,13.0,education,none,education,19.0,5.0,5.3,car,mid-high,4-13
1828,497.0,5.0,5.5,4.0,2.0,1.0,yes,70000.0,0.0,3,under16,female,9.0,education,none,education,25.0,5.0,5.3,car,mid-high,4-13
1829,498.0,5.0,5.1,4.0,0.0,3.0,yes,220000.0,3.0,0,16+,male,62.0,employment,unskilled,work,73.0,6.0,6.3,car,high,61-71
1830,498.0,5.0,5.1,4.0,0.0,3.0,yes,220000.0,3.0,1,16+,male,63.0,employment,skilled,work,54.0,6.0,6.6,car,high,61-71
1831,498.0,5.0,5.1,4.0,0.0,3.0,yes,220000.0,3.0,2,16+,female,61.0,employment,skilled,work,8.0,10.0,10.3,car,high,51-61
1832,498.0,5.0,5.1,4.0,0.0,3.0,yes,220000.0,3.0,3,16+,male,62.0,retired,none,health,11.0,5.0,5.2,car,high,61-71
1833,499.0,5.0,5.2,5.0,4.0,0.0,noone,24000.0,0.0,0,16+,female,20.0,employment,unskilled,work,72.0,4.0,4.3,car,low,16-21
1834,499.0,5.0,5.2,5.0,4.0,0.0,noone,24000.0,0.0,1,under16,male,12.0,education,none,education,35.0,6.0,6.3,car,low,4-13
1835,499.0,5.0,5.2,5.0,4.0,0.0,noone,24000.0,0.0,2,under16,male,8.0,education,none,education,38.0,5.0,5.2,walk,low,4-13
1836,499.0,5.0,5.2,5.0,4.0,0.0,noone,24000.0,0.0,3,under16,male,6.0,education,none,education,23.0,5.0,5.3,car,low,4-13
1837,499.0,5.0,5.2,5.0,4.0,0.0,noone,24000.0,0.0,4,under16,female,12.0,education,none,education,67.0,5.0,5.6,car,low,4-13
1838,500.0,8.0,8.1,5.0,3.0,1.0,yes,50000.0,1.0,0,16+,other,34.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid,31-41
1839,500.0,8.0,8.1,5.0,3.0,1.0,yes,50000.0,1.0,1,16+,male,34.0,unemployed,none,None,-1.0,-1.0,-1.0,,mid,31-41
1840,500.0,8.0,8.1,5.0,3.0,1.0,yes,50000.0,1.0,2,under16,female,13.0,education,none,education,53.0,6.0,6.6,car,mid,4-13
1841,500.0,8.0,8.1,5.0,3.0,1.0,yes,50000.0,1.0,3,under16,female,7.0,education,none,education,71.0,5.0,5.5,PT,mid,4-13
1842,500.0,8.0,8.1,5.0,3.0,1.0,yes,50000.0,1.0,4,under16,female,5.0,education,none,None,-1.0,-1.0,-1.0,,mid,4-13
1843,501.0,5.0,5.6,3.0,0.0,0.0,noone,18000.0,0.0,0,16+,female,50.0,employment,unskilled,work,100.0,6.0,6.6,car,low,41-51
1844,501.0,5.0,5.6,3.0,0.0,0.0,noone,18000.0,0.0,1,16+,female,49.0,employment,unskilled,work,179.0,3.0,3.2,car,low,41-51
1845,501.0,5.0,5.6,3.0,0.0,0.0,noone,18000.0,0.0,2,16+,male,50.0,employment,unskilled,work,120.0,5.0,5.6,car,low,41-51
1846,502.0,7.0,7.0,5.0,1.0,4.0,yes,65000.0,3.0,0,16+,male,23.0,employment,skilled,work,100.0,6.0,6.6,car,mid-high,21-31
1847,502.0,7.0,7.0,5.0,1.0,4.0,yes,65000.0,3.0,1,16+,male,21.0,employment,unskilled,work,80.0,6.0,6.3,car,mid-high,16-21
1848,502.0,7.0,7.0,5.0,1.0,4.0,yes,65000.0,3.0,2,16+,female,21.0,employment,unskilled,work,114.0,6.0,6.6,cycle,mid-high,16-21
1849,502.0,7.0,7.0,5.0,1.0,4.0,yes,65000.0,3.0,3,16+,male,22.0,employment,unskilled,work,63.0,5.0,5.3,car,mid-high,21-31
1850,502.0,7.0,7.0,5.0,1.0,4.0,yes,65000.0,3.0,4,under16,female,8.0,education,none,education,49.0,6.0,6.6,car,mid-high,4-13
1851,503.0,5.0,5.7,3.0,0.0,1.0,yes,30000.0,2.0,0,16+,male,72.0,employment,unskilled,health,15.0,4.0,4.2,car,low,71-81
1852,503.0,5.0,5.7,3.0,0.0,1.0,yes,30000.0,2.0,1,16+,male,73.0,retired,none,shopping,20.0,10.0,10.3,car,low,71-81
1853,503.0,5.0,5.7,3.0,0.0,1.0,yes,30000.0,2.0,2,16+,male,73.0,retired,none,leisure,73.0,3.0,3.2,car,low,71-81
1854,504.0,5.0,5.6,1.0,0.0,0.0,noone,16000.0,0.0,0,16+,female,58.0,retired,none,leisure,3.0,10.0,10.0,car,low,51-61
1855,505.0,6.0,6.6,4.0,0.0,3.0,yes,25000.0,0.0,0,16+,male,52.0,employment,unskilled,work,86.0,6.0,6.0,car,low,51-61
1856,505.0,6.0,6.6,4.0,0.0,3.0,yes,25000.0,0.0,1,16+,female,52.0,employment,unskilled,work,100.0,6.0,6.6,car,low,51-61
1857,505.0,6.0,6.6,4.0,0.0,3.0,yes,25000.0,0.0,2,16+,male,54.0,employment,unskilled,work,123.0,5.0,5.8,car,low,51-61
1858,505.0,6.0,6.6,4.0,0.0,3.0,yes,25000.0,0.0,3,16+,male,53.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
1859,506.0,6.0,6.3,5.0,0.0,0.0,noone,20000.0,1.0,0,16+,male,65.0,retired,none,None,-1.0,-1.0,-1.0,,low,61-71
1860,506.0,6.0,6.3,5.0,0.0,0.0,noone,20000.0,1.0,1,16+,male,60.0,retired,none,leisure,44.0,7.0,7.0,car,low,51-61
1861,506.0,6.0,6.3,5.0,0.0,0.0,noone,20000.0,1.0,2,16+,male,62.0,retired,none,leisure,21.0,6.0,6.0,car,low,61-71
1862,506.0,6.0,6.3,5.0,0.0,0.0,noone,20000.0,1.0,3,16+,female,65.0,retired,none,leisure,90.0,0.0,0.1,car,low,61-71
1863,506.0,6.0,6.3,5.0,0.0,0.0,noone,20000.0,1.0,4,16+,female,59.0,retired,none,leisure,46.0,8.0,8.1,car,low,51-61
1864,507.0,5.0,5.9,4.0,0.0,3.0,yes,45000.0,2.0,0,16+,male,62.0,employment,unskilled,health,8.0,6.0,6.0,car,mid,61-71
1865,507.0,5.0,5.9,4.0,0.0,3.0,yes,45000.0,2.0,1,16+,male,60.0,employment,unskilled,work,42.0,10.0,10.0,car,mid,51-61
1866,507.0,5.0,5.9,4.0,0.0,3.0,yes,45000.0,2.0,2,16+,male,60.0,employment,unskilled,work,91.0,6.0,6.6,car,mid,51-61
1867,507.0,5.0,5.9,4.0,0.0,3.0,yes,45000.0,2.0,3,16+,male,59.0,retired,none,None,-1.0,-1.0,-1.0,,mid,51-61
1868,508.0,5.0,5.2,1.0,0.0,0.0,noone,16000.0,0.0,0,16+,male,53.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
1869,509.0,6.0,6.6,5.0,0.0,4.0,yes,145000.0,2.0,0,16+,male,72.0,employment,manager,work,126.0,8.0,8.1,car,high,71-81
1870,509.0,6.0,6.6,5.0,0.0,4.0,yes,145000.0,2.0,1,16+,male,73.0,employment,manager,work,84.0,6.0,6.0,car,high,71-81
1871,509.0,6.0,6.6,5.0,0.0,4.0,yes,145000.0,2.0,2,16+,male,73.0,employment,skilled,work,100.0,6.0,6.6,car,high,71-81
1872,509.0,6.0,6.6,5.0,0.0,4.0,yes,145000.0,2.0,3,16+,male,73.0,employment,skilled,health,14.0,5.0,5.3,car,high,71-81
1873,509.0,6.0,6.6,5.0,0.0,4.0,yes,145000.0,2.0,4,16+,male,72.0,retired,none,health,22.0,8.0,8.1,car,high,71-81
1874,510.0,4.0,4.3,1.0,0.0,1.0,yes,50000.0,1.0,0,16+,male,57.0,employment,unskilled,work,45.0,5.0,5.2,car,mid,51-61
1875,511.0,8.0,8.1,2.0,0.0,2.0,yes,60000.0,0.0,0,16+,female,71.0,employment,unskilled,work,172.0,3.0,3.3,car,mid-high,61-71
1876,511.0,8.0,8.1,2.0,0.0,2.0,yes,60000.0,0.0,1,16+,female,71.0,employment,unskilled,work,5.0,10.0,10.2,car,mid-high,61-71
1877,512.0,4.0,4.2,5.0,3.0,0.0,noone,23000.0,1.0,0,16+,female,20.0,employment,unskilled,work,92.0,5.0,5.7,car,low,16-21
1878,512.0,4.0,4.2,5.0,3.0,0.0,noone,23000.0,1.0,1,16+,male,18.0,employment,unskilled,work,74.0,5.0,5.2,car,low,16-21
1879,512.0,4.0,4.2,5.0,3.0,0.0,noone,23000.0,1.0,2,under16,female,2.0,education,none,education,40.0,6.0,6.3,car,low,0-4
1880,512.0,4.0,4.2,5.0,3.0,0.0,noone,23000.0,1.0,3,under16,female,10.0,education,none,education,59.0,8.0,8.1,car,low,4-13
1881,512.0,4.0,4.2,5.0,3.0,0.0,noone,23000.0,1.0,4,under16,female,11.0,education,none,education,28.0,6.0,6.3,car,low,4-13
1882,513.0,4.0,4.3,4.0,1.0,2.0,yes,80000.0,1.0,0,16+,female,30.0,employment,unskilled,work,36.0,10.0,10.0,car,mid-high,21-31
1883,513.0,4.0,4.3,4.0,1.0,2.0,yes,80000.0,1.0,1,16+,male,30.0,employment,unskilled,work,182.0,0.0,0.1,car,mid-high,21-31
1884,513.0,4.0,4.3,4.0,1.0,2.0,yes,80000.0,1.0,2,16+,female,30.0,employment,unskilled,work,46.0,5.0,5.6,car,mid-high,21-31
1885,513.0,4.0,4.3,4.0,1.0,2.0,yes,80000.0,1.0,3,under16,male,8.0,education,none,education,65.0,7.0,7.0,car,mid-high,4-13
