,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_cars,p_hh_index,adult,gender,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
9072,2957.0,7.0,7.5,2.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,366.0,13.0,13.3,0.0,0,61
9073,2957.0,7.0,7.5,2.0,0.0,1.0,1.0,0.0,1,1,0,0,0,4,439.0,45.0,45.1,0.0,0,61
9087,2961.0,17.0,17.1,5.0,2.0,2.0,1.0,0.0,0,1,0,3,1,1,503.0,6.0,6.3,0.0,2,21
9088,2961.0,17.0,17.1,5.0,2.0,2.0,1.0,0.0,1,1,2,3,1,1,511.0,15.0,15.3,0.0,2,21
9089,2961.0,17.0,17.1,5.0,2.0,2.0,1.0,0.0,2,1,2,3,1,1,438.0,15.0,15.1,0.0,2,21
9090,2961.0,17.0,17.1,5.0,2.0,2.0,1.0,0.0,3,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,2,4
9091,2961.0,17.0,17.1,5.0,2.0,2.0,1.0,0.0,4,0,1,2,0,2,56.0,4.0,4.0,0.0,2,4
9095,2963.0,1.0,1.2,5.0,3.0,2.0,1.0,1.0,0,1,0,3,1,1,931.0,46.0,46.1,2.0,1,21
9096,2963.0,1.0,1.2,5.0,3.0,2.0,1.0,1.0,1,1,1,3,1,1,663.0,28.0,28.2,3.0,1,21
9097,2963.0,1.0,1.2,5.0,3.0,2.0,1.0,1.0,2,0,1,2,0,2,37.0,10.0,10.8,1.0,1,4
9098,2963.0,1.0,1.2,5.0,3.0,2.0,1.0,1.0,3,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,1,0
9099,2963.0,1.0,1.2,5.0,3.0,2.0,1.0,1.0,4,0,1,2,0,0,-1.0,-1.0,-1.0,-1.0,1,4
9100,2964.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,0,1,0,3,1,1,707.0,26.0,26.0,0.0,1,21
9101,2964.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,1,1,0,3,1,1,222.0,12.0,12.2,0.0,1,21
9102,2964.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,2,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,1,21
9103,2964.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,3,0,1,2,0,0,-1.0,-1.0,-1.0,-1.0,1,4
9104,2964.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,4,0,1,2,0,2,41.0,15.0,15.1,2.0,1,0
9114,2968.0,11.0,11.0,5.0,2.0,3.0,1.0,1.0,0,1,1,2,0,2,10.0,30.0,30.0,0.0,1,16
9115,2968.0,11.0,11.0,5.0,2.0,3.0,1.0,1.0,1,1,0,3,1,1,941.0,42.0,42.5,3.0,1,16
9116,2968.0,11.0,11.0,5.0,2.0,3.0,1.0,1.0,2,1,1,3,1,1,630.0,30.0,30.8,2.0,1,16
9117,2968.0,11.0,11.0,5.0,2.0,3.0,1.0,1.0,3,0,1,2,0,2,33.0,7.0,7.1,0.0,1,4
9118,2968.0,11.0,11.0,5.0,2.0,3.0,1.0,1.0,4,0,1,2,0,2,20.0,17.0,17.5,3.0,1,4
9120,2970.0,18.0,18.0,3.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,48.0,27.0,27.2,0.0,2,51
9121,2970.0,18.0,18.0,3.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
9122,2970.0,18.0,18.0,3.0,0.0,1.0,1.0,0.0,2,1,1,0,0,4,234.0,19.0,19.3,0.0,2,61
9145,2977.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,0,1,1,3,1,1,1015.0,27.0,27.3,0.0,3,21
9146,2977.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,3,21
9147,2977.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2,1,1,3,1,1,282.0,15.0,15.0,0.0,3,21
9148,2977.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,3,0,0,2,0,2,59.0,4.0,4.3,0.0,3,4
9155,2980.0,17.0,17.6,5.0,2.0,3.0,1.0,1.0,0,1,1,3,1,1,343.0,1.0,1.2,0.0,1,16
9156,2980.0,17.0,17.6,5.0,2.0,3.0,1.0,1.0,1,1,2,3,1,0,-1.0,-1.0,-1.0,-1.0,1,16
9157,2980.0,17.0,17.6,5.0,2.0,3.0,1.0,1.0,2,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,1,16
9158,2980.0,17.0,17.6,5.0,2.0,3.0,1.0,1.0,3,0,0,2,0,2,61.0,30.0,30.6,0.0,1,4
9159,2980.0,17.0,17.6,5.0,2.0,3.0,1.0,1.0,4,0,1,2,0,2,56.0,4.0,4.0,0.0,1,4
9168,2983.0,14.0,14.1,4.0,0.0,2.0,1.0,0.0,0,1,1,3,1,1,951.0,43.0,43.4,3.0,1,51
9169,2983.0,14.0,14.1,4.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,81.0,24.0,24.2,0.0,1,51
9170,2983.0,14.0,14.1,4.0,0.0,2.0,1.0,0.0,2,1,1,0,0,4,85.0,8.0,8.1,0.0,1,51
9171,2983.0,14.0,14.1,4.0,0.0,2.0,1.0,0.0,3,1,1,0,0,4,312.0,26.0,26.1,0.0,1,51
9179,2987.0,11.0,11.0,3.0,0.0,1.0,1.0,2.0,0,1,0,3,1,1,216.0,24.0,24.0,0.0,1,61
9180,2987.0,11.0,11.0,3.0,0.0,1.0,1.0,2.0,1,1,0,0,0,4,147.0,10.0,10.4,0.0,1,61
9181,2987.0,11.0,11.0,3.0,0.0,1.0,1.0,2.0,2,1,0,0,0,5,25.0,15.0,15.0,0.0,1,61
9185,2990.0,12.0,12.0,5.0,4.0,1.0,1.0,0.0,0,1,0,3,1,1,202.0,15.0,15.3,0.0,0,21
9186,2990.0,12.0,12.0,5.0,4.0,1.0,1.0,0.0,1,0,0,2,0,2,39.0,14.0,14.1,0.0,0,0
9187,2990.0,12.0,12.0,5.0,4.0,1.0,1.0,0.0,2,0,0,2,0,2,35.0,16.0,16.1,0.0,0,4
9188,2990.0,12.0,12.0,5.0,4.0,1.0,1.0,0.0,3,0,0,2,0,2,40.0,14.0,14.0,0.0,0,0
9189,2990.0,12.0,12.0,5.0,4.0,1.0,1.0,0.0,4,0,0,2,0,2,32.0,10.0,10.9,0.0,0,4
9196,2993.0,12.0,12.0,4.0,1.0,3.0,1.0,2.0,0,1,1,3,1,1,695.0,24.0,24.5,3.0,2,21
9197,2993.0,12.0,12.0,4.0,1.0,3.0,1.0,2.0,1,1,0,3,1,1,562.0,20.0,20.0,2.0,2,21
9198,2993.0,12.0,12.0,4.0,1.0,3.0,1.0,2.0,2,1,0,3,1,1,523.0,15.0,15.3,3.0,2,21
9199,2993.0,12.0,12.0,4.0,1.0,3.0,1.0,2.0,3,0,1,2,0,2,30.0,17.0,17.9,0.0,2,4
9205,2996.0,5.0,5.3,3.0,1.0,2.0,1.0,0.0,0,1,1,2,0,2,44.0,1.0,1.1,3.0,3,13
9206,2996.0,5.0,5.3,3.0,1.0,2.0,1.0,0.0,1,1,0,2,0,2,37.0,10.0,10.8,0.0,3,16
9207,2996.0,5.0,5.3,3.0,1.0,2.0,1.0,0.0,2,0,0,2,0,5,23.0,17.0,17.4,0.0,3,4
9228,3004.0,3.0,3.0,5.0,1.0,3.0,1.0,0.0,0,1,0,3,1,1,825.0,46.0,46.9,0.0,1,21
9229,3004.0,3.0,3.0,5.0,1.0,3.0,1.0,0.0,1,1,0,3,1,1,279.0,1.0,1.2,0.0,1,16
9230,3004.0,3.0,3.0,5.0,1.0,3.0,1.0,0.0,2,1,1,3,1,1,273.0,10.0,10.8,0.0,1,21
9231,3004.0,3.0,3.0,5.0,1.0,3.0,1.0,0.0,3,1,0,3,1,1,925.0,38.0,38.2,0.0,1,16
9232,3004.0,3.0,3.0,5.0,1.0,3.0,1.0,0.0,4,0,1,2,0,2,59.0,4.0,4.3,0.0,1,4
9233,3005.0,7.0,7.2,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
9242,3008.0,16.0,16.3,2.0,0.0,1.0,1.0,0.0,0,1,0,3,2,1,778.0,47.0,47.8,0.0,2,61
9243,3008.0,16.0,16.3,2.0,0.0,1.0,1.0,0.0,1,1,2,0,0,0,-1.0,-1.0,-1.0,-1.0,2,61
9244,3009.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,5,30.0,14.0,14.0,0.0,0,51
9265,3016.0,15.0,15.2,4.0,1.0,2.0,1.0,0.0,0,1,1,3,2,0,-1.0,-1.0,-1.0,-1.0,1,41
9266,3016.0,15.0,15.2,4.0,1.0,2.0,1.0,0.0,1,1,1,3,1,1,862.0,44.0,44.2,0.0,1,41
9267,3016.0,15.0,15.2,4.0,1.0,2.0,1.0,0.0,2,1,1,3,1,1,525.0,7.0,7.6,0.0,1,41
9268,3016.0,15.0,15.2,4.0,1.0,2.0,1.0,0.0,3,0,2,2,0,2,12.0,28.0,28.2,0.0,1,0
9269,3017.0,10.0,10.5,2.0,0.0,2.0,1.0,0.0,0,1,1,3,1,1,350.0,17.0,17.0,0.0,0,41
9270,3017.0,10.0,10.5,2.0,0.0,2.0,1.0,0.0,1,1,1,3,1,1,480.0,12.0,12.3,2.0,0,41
9283,3022.0,5.0,5.2,1.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,129.0,18.0,18.2,0.0,1,41
9295,3026.0,15.0,15.0,2.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,646.0,22.0,22.0,0.0,1,21
9296,3026.0,15.0,15.0,2.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,444.0,17.0,17.7,2.0,1,31
9298,3028.0,18.0,18.0,5.0,2.0,3.0,1.0,0.0,0,1,1,3,1,1,467.0,39.0,39.0,0.0,3,16
9299,3028.0,18.0,18.0,5.0,2.0,3.0,1.0,0.0,1,1,1,3,1,1,847.0,47.0,47.2,0.0,3,21
9300,3028.0,18.0,18.0,5.0,2.0,3.0,1.0,0.0,2,1,1,3,1,1,258.0,19.0,19.2,0.0,3,21
9301,3028.0,18.0,18.0,5.0,2.0,3.0,1.0,0.0,3,0,1,2,0,2,7.0,29.0,29.1,0.0,3,4
9302,3028.0,18.0,18.0,5.0,2.0,3.0,1.0,0.0,4,0,1,2,0,2,68.0,44.0,44.0,0.0,3,4
9305,3031.0,17.0,17.6,1.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,943.0,25.0,25.11,0.0,0,31
9310,3033.0,5.0,5.2,3.0,0.0,2.0,1.0,2.0,0,1,1,3,1,1,640.0,21.0,21.0,0.0,3,61
9311,3033.0,5.0,5.2,3.0,0.0,2.0,1.0,2.0,1,1,0,3,3,1,936.0,23.0,23.3,2.0,3,61
9312,3033.0,5.0,5.2,3.0,0.0,2.0,1.0,2.0,2,1,1,0,0,4,128.0,12.0,12.5,0.0,3,61
9330,3040.0,14.0,14.1,4.0,1.0,2.0,1.0,0.0,0,1,0,3,1,1,374.0,5.0,5.1,0.0,0,21
9331,3040.0,14.0,14.1,4.0,1.0,2.0,1.0,0.0,1,1,1,3,1,1,796.0,20.0,20.1,0.0,0,21
9332,3040.0,14.0,14.1,4.0,1.0,2.0,1.0,0.0,2,1,1,3,1,1,843.0,46.0,46.9,0.0,0,21
9333,3040.0,14.0,14.1,4.0,1.0,2.0,1.0,0.0,3,0,1,2,0,2,64.0,31.0,31.0,3.0,0,4
9342,3043.0,19.0,19.0,5.0,0.0,5.0,1.0,2.0,0,1,0,3,1,1,1019.0,42.0,42.1,0.0,3,51
9343,3043.0,19.0,19.0,5.0,0.0,5.0,1.0,2.0,1,1,0,3,2,1,968.0,41.0,41.0,0.0,3,51
9344,3043.0,19.0,19.0,5.0,0.0,5.0,1.0,2.0,2,1,1,3,3,1,327.0,14.0,14.3,2.0,3,51
9345,3043.0,19.0,19.0,5.0,0.0,5.0,1.0,2.0,3,1,0,3,2,1,100.0,27.0,27.1,0.0,3,51
9346,3043.0,19.0,19.0,5.0,0.0,5.0,1.0,2.0,4,1,2,3,2,1,547.0,41.0,41.1,0.0,3,51
9347,3044.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,5,0.0,27.0,27.1,0.0,0,61
9348,3045.0,17.0,17.0,3.0,1.0,2.0,1.0,1.0,0,1,1,3,1,1,506.0,5.0,5.1,2.0,0,31
9349,3045.0,17.0,17.0,3.0,1.0,2.0,1.0,1.0,1,1,1,3,1,1,240.0,15.0,15.1,0.0,0,21
9350,3045.0,17.0,17.0,3.0,1.0,2.0,1.0,1.0,2,0,1,2,0,0,-1.0,-1.0,-1.0,-1.0,0,4
9351,3046.0,12.0,12.6,4.0,0.0,3.0,1.0,3.0,0,1,0,3,1,1,146.0,27.0,27.2,0.0,3,41
9352,3046.0,12.0,12.6,4.0,0.0,3.0,1.0,3.0,1,1,1,3,1,1,737.0,47.0,47.5,0.0,3,41
9353,3046.0,12.0,12.6,4.0,0.0,3.0,1.0,3.0,2,1,0,3,3,1,225.0,14.0,14.2,0.0,3,41
9354,3046.0,12.0,12.6,4.0,0.0,3.0,1.0,3.0,3,1,0,3,1,1,846.0,43.0,43.6,1.0,3,41
9367,3051.0,19.0,19.0,5.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
9368,3051.0,19.0,19.0,5.0,0.0,0.0,0.0,1.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
9369,3051.0,19.0,19.0,5.0,0.0,0.0,0.0,1.0,2,1,1,0,0,4,191.0,6.0,6.1,0.0,0,51
9370,3051.0,19.0,19.0,5.0,0.0,0.0,0.0,1.0,3,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
9371,3051.0,19.0,19.0,5.0,0.0,0.0,0.0,1.0,4,1,0,0,0,3,340.0,17.0,17.5,3.0,0,61
9395,3058.0,15.0,15.1,3.0,0.0,0.0,0.0,0.0,0,1,1,0,0,4,115.0,14.0,14.3,0.0,0,51
9396,3058.0,15.0,15.1,3.0,0.0,0.0,0.0,0.0,1,1,0,0,0,5,24.0,16.0,16.0,0.0,0,51
9397,3058.0,15.0,15.1,3.0,0.0,0.0,0.0,0.0,2,1,0,0,0,3,550.0,22.0,22.0,0.0,0,51
9409,3063.0,17.0,17.5,4.0,0.0,3.0,1.0,2.0,0,1,0,3,1,1,143.0,23.0,23.2,0.0,3,51
9410,3063.0,17.0,17.5,4.0,0.0,3.0,1.0,2.0,1,1,0,3,2,0,-1.0,-1.0,-1.0,-1.0,3,51
9411,3063.0,17.0,17.5,4.0,0.0,3.0,1.0,2.0,2,1,0,3,1,1,987.0,37.0,37.1,0.0,3,51
9412,3063.0,17.0,17.5,4.0,0.0,3.0,1.0,2.0,3,1,0,0,0,3,900.0,40.0,40.3,3.0,3,51
9413,3064.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,0,1,1,3,1,1,409.0,2.0,2.1,0.0,2,21
9414,3064.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,1,1,1,3,1,1,87.0,28.0,28.2,2.0,2,21
9415,3064.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,2,0,1,2,0,2,60.0,12.0,12.3,0.0,2,4
9416,3064.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,3,0,1,2,0,2,14.0,45.0,45.2,0.0,2,0
9417,3064.0,3.0,3.0,5.0,3.0,2.0,1.0,0.0,4,0,1,2,0,2,55.0,3.0,3.0,0.0,2,4
9422,3068.0,12.0,12.3,5.0,0.0,1.0,1.0,2.0,0,1,0,3,3,1,846.0,43.0,43.6,2.0,3,41
9423,3068.0,12.0,12.3,5.0,0.0,1.0,1.0,2.0,1,1,1,1,0,5,59.0,7.0,7.3,3.0,3,41
9424,3068.0,12.0,12.3,5.0,0.0,1.0,1.0,2.0,2,1,1,0,0,5,55.0,5.0,5.3,0.0,3,51
9425,3068.0,12.0,12.3,5.0,0.0,1.0,1.0,2.0,3,1,0,0,0,4,254.0,2.0,2.1,0.0,3,41
9426,3068.0,12.0,12.3,5.0,0.0,1.0,1.0,2.0,4,1,0,0,0,3,372.0,16.0,16.2,0.0,3,51
9451,3074.0,6.0,6.0,5.0,2.0,3.0,1.0,0.0,0,1,0,3,2,1,59.0,41.0,41.0,0.0,2,21
9452,3074.0,6.0,6.0,5.0,2.0,3.0,1.0,0.0,1,1,1,3,1,1,69.0,24.0,24.6,0.0,2,21
9453,3074.0,6.0,6.0,5.0,2.0,3.0,1.0,0.0,2,1,1,3,1,1,648.0,28.0,28.3,0.0,2,21
9454,3074.0,6.0,6.0,5.0,2.0,3.0,1.0,0.0,3,0,1,2,0,2,51.0,6.0,6.0,2.0,2,4
9455,3074.0,6.0,6.0,5.0,2.0,3.0,1.0,0.0,4,0,0,2,0,2,24.0,10.0,10.7,0.0,2,4
9470,3080.0,16.0,16.2,3.0,1.0,2.0,1.0,0.0,0,1,1,3,2,1,243.0,17.0,17.3,0.0,2,21
9471,3080.0,16.0,16.2,3.0,1.0,2.0,1.0,0.0,1,1,0,2,0,2,91.0,46.0,46.0,0.0,2,21
9472,3080.0,16.0,16.2,3.0,1.0,2.0,1.0,0.0,2,0,1,2,0,2,55.0,3.0,3.0,0.0,2,0
9479,3083.0,17.0,17.2,4.0,2.0,2.0,1.0,1.0,0,1,1,3,1,1,405.0,19.0,19.1,3.0,0,21
9480,3083.0,17.0,17.2,4.0,2.0,2.0,1.0,1.0,1,1,2,3,1,1,364.0,13.0,13.2,0.0,0,21
9481,3083.0,17.0,17.2,4.0,2.0,2.0,1.0,1.0,2,0,0,2,0,2,11.0,24.0,24.1,2.0,0,4
9482,3083.0,17.0,17.2,4.0,2.0,2.0,1.0,1.0,3,0,0,2,0,2,52.0,19.0,19.0,2.0,0,4
9496,3088.0,1.0,1.2,1.0,0.0,1.0,1.0,1.0,0,1,1,3,2,5,47.0,16.0,16.1,0.0,0,41
9498,3090.0,17.0,17.5,3.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,424.0,13.0,13.1,0.0,2,71
9499,3090.0,17.0,17.5,3.0,0.0,1.0,1.0,1.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,2,71
9500,3090.0,17.0,17.5,3.0,0.0,1.0,1.0,1.0,2,1,1,0,0,5,22.0,22.0,22.0,0.0,2,71
9501,3091.0,11.0,11.0,5.0,1.0,4.0,1.0,1.0,0,1,1,2,0,0,-1.0,-1.0,-1.0,-1.0,2,16
9502,3091.0,11.0,11.0,5.0,1.0,4.0,1.0,1.0,1,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,2,21
9503,3091.0,11.0,11.0,5.0,1.0,4.0,1.0,1.0,2,1,0,3,1,1,796.0,20.0,20.1,2.0,2,16
9504,3091.0,11.0,11.0,5.0,1.0,4.0,1.0,1.0,3,1,2,3,2,1,631.0,29.0,29.3,0.0,2,16
9505,3091.0,11.0,11.0,5.0,1.0,4.0,1.0,1.0,4,0,1,2,0,2,23.0,12.0,12.0,2.0,2,4
9506,3092.0,13.0,13.0,5.0,1.0,4.0,1.0,2.0,0,1,0,2,0,0,-1.0,-1.0,-1.0,-1.0,1,16
9507,3092.0,13.0,13.0,5.0,1.0,4.0,1.0,2.0,1,1,0,3,1,1,527.0,16.0,16.3,3.0,1,16
9508,3092.0,13.0,13.0,5.0,1.0,4.0,1.0,2.0,2,1,0,2,0,2,27.0,13.0,13.2,0.0,1,16
9509,3092.0,13.0,13.0,5.0,1.0,4.0,1.0,2.0,3,1,1,2,0,2,36.0,12.0,12.4,0.0,1,16
9510,3092.0,13.0,13.0,5.0,1.0,4.0,1.0,2.0,4,0,0,2,0,2,28.0,15.0,15.2,0.0,1,4
9523,3096.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
9524,3096.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
9527,3098.0,19.0,19.4,2.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,238.0,19.0,19.0,0.0,0,61
9528,3098.0,19.0,19.4,2.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,61
9532,3100.0,5.0,5.1,5.0,3.0,1.0,1.0,0.0,0,1,1,3,1,1,464.0,17.0,17.2,0.0,2,21
9533,3100.0,5.0,5.1,5.0,3.0,1.0,1.0,0.0,1,1,0,1,0,4,413.0,37.0,37.2,3.0,2,21
9534,3100.0,5.0,5.1,5.0,3.0,1.0,1.0,0.0,2,0,0,2,0,2,54.0,5.0,5.0,0.0,2,4
9535,3100.0,5.0,5.1,5.0,3.0,1.0,1.0,0.0,3,0,0,2,0,2,33.0,7.0,7.1,0.0,2,4
9536,3100.0,5.0,5.1,5.0,3.0,1.0,1.0,0.0,4,0,0,2,0,2,27.0,13.0,13.2,0.0,2,4
9537,3101.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,61
9548,3104.0,19.0,19.2,5.0,2.0,2.0,1.0,1.0,0,1,1,3,1,1,231.0,16.0,16.1,0.0,0,21
9549,3104.0,19.0,19.2,5.0,2.0,2.0,1.0,1.0,1,1,0,3,1,1,1006.0,36.0,36.1,0.0,0,21
9550,3104.0,19.0,19.2,5.0,2.0,2.0,1.0,1.0,2,1,1,3,1,1,444.0,17.0,17.7,0.0,0,21
9551,3104.0,19.0,19.2,5.0,2.0,2.0,1.0,1.0,3,0,1,2,0,2,56.0,4.0,4.0,0.0,0,4
9552,3104.0,19.0,19.2,5.0,2.0,2.0,1.0,1.0,4,0,1,2,0,2,11.0,24.0,24.1,0.0,0,4
9557,3106.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,733.0,24.0,24.0,0.0,0,61
9558,3107.0,5.0,5.1,3.0,2.0,1.0,1.0,0.0,0,1,1,2,0,2,79.0,38.0,38.3,0.0,0,16
9559,3107.0,5.0,5.1,3.0,2.0,1.0,1.0,0.0,1,0,0,2,0,5,10.0,23.0,23.1,0.0,0,4
9560,3107.0,5.0,5.1,3.0,2.0,1.0,1.0,0.0,2,0,0,2,0,2,46.0,21.0,21.1,0.0,0,4
9561,3108.0,14.0,14.0,5.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,6.0,24.0,24.6,0.0,2,16
9562,3108.0,14.0,14.0,5.0,1.0,1.0,1.0,1.0,1,1,0,3,1,1,200.0,17.0,17.9,1.0,2,16
9563,3108.0,14.0,14.0,5.0,1.0,1.0,1.0,1.0,2,1,1,3,1,1,761.0,47.0,47.7,3.0,2,21
9564,3108.0,14.0,14.0,5.0,1.0,1.0,1.0,1.0,3,1,0,3,1,1,210.0,14.0,14.0,1.0,2,21
9565,3108.0,14.0,14.0,5.0,1.0,1.0,1.0,1.0,4,0,1,2,0,2,23.0,12.0,12.0,0.0,2,4
9579,3112.0,15.0,15.2,5.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,285.0,15.0,15.2,0.0,3,61
9580,3112.0,15.0,15.2,5.0,0.0,2.0,1.0,1.0,1,1,0,3,2,1,235.0,16.0,16.2,1.0,3,61
9581,3112.0,15.0,15.2,5.0,0.0,2.0,1.0,1.0,2,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
9582,3112.0,15.0,15.2,5.0,0.0,2.0,1.0,1.0,3,1,0,0,0,4,199.0,6.0,6.3,0.0,3,61
9583,3112.0,15.0,15.2,5.0,0.0,2.0,1.0,1.0,4,1,0,0,0,4,82.0,7.0,7.0,0.0,3,61
9588,3114.0,12.0,12.0,3.0,2.0,0.0,0.0,0.0,0,1,1,3,1,1,291.0,10.0,10.2,0.0,0,21
9589,3114.0,12.0,12.0,3.0,2.0,0.0,0.0,0.0,1,0,1,2,0,2,18.0,15.0,15.2,0.0,0,4
9590,3114.0,12.0,12.0,3.0,2.0,0.0,0.0,0.0,2,0,1,2,0,2,30.0,17.0,17.9,0.0,0,4
9608,3119.0,12.0,12.3,4.0,1.0,3.0,1.0,3.0,0,1,1,3,1,1,797.0,41.0,41.3,2.0,3,21
9609,3119.0,12.0,12.3,4.0,1.0,3.0,1.0,3.0,1,1,0,3,1,1,444.0,17.0,17.7,3.0,3,21
9610,3119.0,12.0,12.3,4.0,1.0,3.0,1.0,3.0,2,1,0,3,1,1,959.0,22.0,22.0,0.0,3,21
9611,3119.0,12.0,12.3,4.0,1.0,3.0,1.0,3.0,3,0,1,2,0,2,26.0,15.0,15.1,0.0,3,0
9625,3124.0,17.0,17.5,2.0,0.0,0.0,0.0,0.0,0,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,0,21
9626,3124.0,17.0,17.5,2.0,0.0,0.0,0.0,0.0,1,1,1,3,1,1,390.0,1.0,1.3,2.0,0,21
9636,3130.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0,1,0,3,2,1,39.0,22.0,22.3,2.0,1,51
9637,3131.0,16.0,16.3,3.0,1.0,0.0,0.0,0.0,0,1,1,3,1,1,609.0,27.0,27.2,0.0,0,31
9638,3131.0,16.0,16.3,3.0,1.0,0.0,0.0,0.0,1,1,1,3,1,5,28.0,13.0,13.2,0.0,0,21
9639,3131.0,16.0,16.3,3.0,1.0,0.0,0.0,0.0,2,0,0,2,0,2,50.0,2.0,2.3,0.0,0,0
9644,3133.0,15.0,15.3,5.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,112.0,21.0,21.1,3.0,3,51
9645,3133.0,15.0,15.3,5.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,639.0,43.0,43.4,0.0,3,61
9646,3133.0,15.0,15.3,5.0,0.0,2.0,1.0,1.0,2,1,2,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
9647,3133.0,15.0,15.3,5.0,0.0,2.0,1.0,1.0,3,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
9648,3133.0,15.0,15.3,5.0,0.0,2.0,1.0,1.0,4,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
9654,3136.0,19.0,19.2,4.0,1.0,2.0,1.0,0.0,0,1,0,2,0,2,47.0,5.0,5.0,0.0,3,16
9655,3136.0,19.0,19.2,4.0,1.0,2.0,1.0,0.0,1,1,0,3,1,1,461.0,7.0,7.1,0.0,3,16
9656,3136.0,19.0,19.2,4.0,1.0,2.0,1.0,0.0,2,1,1,3,1,1,497.0,8.0,8.1,0.0,3,16
9657,3136.0,19.0,19.2,4.0,1.0,2.0,1.0,0.0,3,0,0,2,0,2,61.0,30.0,30.6,0.0,3,4
9663,3138.0,15.0,15.0,3.0,1.0,2.0,1.0,0.0,0,1,0,3,1,1,295.0,1.0,1.2,0.0,1,21
9664,3138.0,15.0,15.0,3.0,1.0,2.0,1.0,0.0,1,1,1,3,1,1,772.0,41.0,41.3,0.0,1,16
9665,3138.0,15.0,15.0,3.0,1.0,2.0,1.0,0.0,2,0,0,2,0,2,37.0,10.0,10.8,0.0,1,4
9685,3144.0,15.0,15.1,5.0,0.0,4.0,1.0,2.0,0,1,0,3,1,1,459.0,3.0,3.0,2.0,3,41
9686,3144.0,15.0,15.1,5.0,0.0,4.0,1.0,2.0,1,1,0,3,1,1,749.0,23.0,23.2,0.0,3,41
9687,3144.0,15.0,15.1,5.0,0.0,4.0,1.0,2.0,2,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,3,41
