hh_index,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_income,hh_cars,p_hh_index,adult,gender,age,employment,occupation,main_activity,main_activity_id,mode
223.0,47.0,5.0,2.0,2.0,1.0,45000.0,2.0,3,0,1,5.0,2,0,2,448.0,0.0
223.0,47.0,5.0,2.0,2.0,1.0,45000.0,2.0,4,0,1,10.0,2,0,0,-1.0,-1.0
224.0,50.0,4.0,1.0,2.0,1.0,75000.0,1.0,0,1,1,21.0,3,1,1,301.0,0.0
224.0,50.0,4.0,1.0,2.0,1.0,75000.0,1.0,1,1,0,20.0,3,2,1,719.0,3.0
224.0,50.0,4.0,1.0,2.0,1.0,75000.0,1.0,2,1,0,17.0,3,1,1,717.0,0.0
224.0,50.0,4.0,1.0,2.0,1.0,75000.0,1.0,3,0,0,8.0,2,0,2,103.0,0.0
225.0,48.0,3.0,0.0,1.0,1.0,20000.0,2.0,0,1,1,67.0,3,1,1,846.0,0.0
225.0,48.0,3.0,0.0,1.0,1.0,20000.0,2.0,1,1,0,65.0,0,0,3,805.0,0.0
225.0,48.0,3.0,0.0,1.0,1.0,20000.0,2.0,2,1,0,65.0,0,0,0,-1.0,-1.0
226.0,47.0,5.0,3.0,2.0,1.0,35000.0,0.0,0,1,1,45.0,3,1,1,42.0,1.0
226.0,47.0,5.0,3.0,2.0,1.0,35000.0,0.0,1,1,0,46.0,3,1,1,410.0,0.0
226.0,47.0,5.0,3.0,2.0,1.0,35000.0,0.0,2,0,1,6.0,2,0,2,326.0,0.0
226.0,47.0,5.0,3.0,2.0,1.0,35000.0,0.0,3,0,0,6.0,2,0,0,-1.0,-1.0
226.0,47.0,5.0,3.0,2.0,1.0,35000.0,0.0,4,0,0,4.0,2,0,2,417.0,0.0
227.0,48.0,5.0,1.0,2.0,1.0,40000.0,1.0,0,1,1,32.0,3,1,1,748.0,3.0
227.0,48.0,5.0,1.0,2.0,1.0,40000.0,1.0,1,1,1,33.0,3,1,1,160.0,0.0
227.0,48.0,5.0,1.0,2.0,1.0,40000.0,1.0,2,1,1,35.0,1,0,5,65.0,2.0
227.0,48.0,5.0,1.0,2.0,1.0,40000.0,1.0,3,1,0,35.0,3,1,1,727.0,0.0
227.0,48.0,5.0,1.0,2.0,1.0,40000.0,1.0,4,0,0,10.0,2,0,5,72.0,0.0
228.0,62.0,1.0,0.0,1.0,1.0,45000.0,0.0,0,1,0,64.0,3,1,1,399.0,0.0
229.0,47.0,5.0,3.0,0.0,0.0,23000.0,2.0,0,1,0,31.0,1,0,3,285.0,0.0
229.0,47.0,5.0,3.0,0.0,0.0,23000.0,2.0,1,1,1,27.0,1,0,0,-1.0,-1.0
229.0,47.0,5.0,3.0,0.0,0.0,23000.0,2.0,2,0,0,13.0,2,0,2,113.0,0.0
229.0,47.0,5.0,3.0,0.0,0.0,23000.0,2.0,3,0,1,8.0,2,0,2,436.0,0.0
229.0,47.0,5.0,3.0,0.0,0.0,23000.0,2.0,4,0,1,14.0,2,0,2,100.0,0.0
230.0,49.0,4.0,2.0,2.0,1.0,75000.0,1.0,0,1,1,27.0,3,1,1,505.0,2.0
230.0,49.0,4.0,2.0,2.0,1.0,75000.0,1.0,1,1,0,27.0,3,1,1,79.0,2.0
230.0,49.0,4.0,2.0,2.0,1.0,75000.0,1.0,2,0,1,4.0,2,0,2,179.0,0.0
230.0,49.0,4.0,2.0,2.0,1.0,75000.0,1.0,3,0,0,8.0,2,0,2,455.0,3.0
231.0,41.0,2.0,0.0,2.0,1.0,60000.0,0.0,0,1,0,65.0,3,2,1,824.0,2.0
231.0,41.0,2.0,0.0,2.0,1.0,60000.0,0.0,1,1,0,65.0,3,1,0,-1.0,-1.0
232.0,41.0,1.0,0.0,0.0,0.0,16000.0,1.0,0,1,0,49.0,3,1,1,905.0,3.0
233.0,50.0,3.0,0.0,0.0,0.0,18000.0,1.0,0,1,1,57.0,0,0,0,-1.0,-1.0
233.0,50.0,3.0,0.0,0.0,0.0,18000.0,1.0,1,1,0,56.0,0,0,0,-1.0,-1.0
233.0,50.0,3.0,0.0,0.0,0.0,18000.0,1.0,2,1,0,59.0,0,0,0,-1.0,-1.0
234.0,42.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,1,64.0,0,0,0,-1.0,-1.0
235.0,63.0,2.0,0.0,1.0,1.0,80000.0,1.0,0,1,1,60.0,3,1,1,708.0,1.0
235.0,63.0,2.0,0.0,1.0,1.0,80000.0,1.0,1,1,0,59.0,0,0,0,-1.0,-1.0
236.0,63.0,3.0,1.0,0.0,0.0,19000.0,0.0,0,1,1,38.0,3,1,1,380.0,0.0
236.0,63.0,3.0,1.0,0.0,0.0,19000.0,0.0,1,1,2,39.0,3,1,1,994.0,0.0
236.0,63.0,3.0,1.0,0.0,0.0,19000.0,0.0,2,0,1,7.0,2,0,2,201.0,0.0
237.0,48.0,5.0,0.0,4.0,1.0,55000.0,1.0,0,1,0,49.0,3,2,1,989.0,3.0
237.0,48.0,5.0,0.0,4.0,1.0,55000.0,1.0,1,1,0,48.0,3,1,1,457.0,0.0
237.0,48.0,5.0,0.0,4.0,1.0,55000.0,1.0,2,1,0,49.0,3,1,1,651.0,0.0
237.0,48.0,5.0,0.0,4.0,1.0,55000.0,1.0,3,1,1,50.0,3,1,1,730.0,0.0
237.0,48.0,5.0,0.0,4.0,1.0,55000.0,1.0,4,1,0,51.0,0,0,0,-1.0,-1.0
238.0,42.0,4.0,0.0,2.0,1.0,35000.0,1.0,0,1,1,59.0,3,3,1,154.0,0.0
238.0,42.0,4.0,0.0,2.0,1.0,35000.0,1.0,1,1,0,59.0,3,1,1,166.0,0.0
238.0,42.0,4.0,0.0,2.0,1.0,35000.0,1.0,2,1,0,58.0,0,0,0,-1.0,-1.0
238.0,42.0,4.0,0.0,2.0,1.0,35000.0,1.0,3,1,1,57.0,0,0,3,827.0,0.0
239.0,62.0,2.0,0.0,2.0,1.0,70000.0,1.0,0,1,1,44.0,3,1,1,715.0,3.0
239.0,62.0,2.0,0.0,2.0,1.0,70000.0,1.0,1,1,0,44.0,3,1,1,286.0,2.0
240.0,46.0,4.0,0.0,2.0,1.0,40000.0,3.0,0,1,0,66.0,3,1,1,94.0,0.0
240.0,46.0,4.0,0.0,2.0,1.0,40000.0,3.0,1,1,0,63.0,3,1,1,654.0,0.0
240.0,46.0,4.0,0.0,2.0,1.0,40000.0,3.0,2,1,0,64.0,0,0,3,398.0,0.0
240.0,46.0,4.0,0.0,2.0,1.0,40000.0,3.0,3,1,0,66.0,0,0,0,-1.0,-1.0
241.0,50.0,5.0,2.0,2.0,1.0,35000.0,0.0,0,1,2,25.0,3,1,1,470.0,0.0
241.0,50.0,5.0,2.0,2.0,1.0,35000.0,0.0,1,1,2,22.0,3,1,1,751.0,0.0
241.0,50.0,5.0,2.0,2.0,1.0,35000.0,0.0,2,1,0,23.0,3,1,1,795.0,2.0
241.0,50.0,5.0,2.0,2.0,1.0,35000.0,0.0,3,0,1,10.0,2,0,2,390.0,0.0
241.0,50.0,5.0,2.0,2.0,1.0,35000.0,0.0,4,0,1,7.0,2,0,2,182.0,0.0
242.0,62.0,2.0,0.0,1.0,1.0,20000.0,2.0,0,1,1,63.0,3,1,1,348.0,3.0
242.0,62.0,2.0,0.0,1.0,1.0,20000.0,2.0,1,1,0,61.0,0,0,0,-1.0,-1.0
243.0,52.0,3.0,1.0,1.0,1.0,30000.0,1.0,0,1,1,25.0,3,1,0,-1.0,-1.0
243.0,52.0,3.0,1.0,1.0,1.0,30000.0,1.0,1,1,1,26.0,3,1,1,71.0,0.0
243.0,52.0,3.0,1.0,1.0,1.0,30000.0,1.0,2,0,0,9.0,2,0,2,125.0,0.0
244.0,47.0,2.0,0.0,2.0,1.0,20000.0,0.0,0,1,0,34.0,3,1,1,144.0,0.0
244.0,47.0,2.0,0.0,2.0,1.0,20000.0,0.0,1,1,1,29.0,3,1,1,448.0,0.0
245.0,47.0,4.0,1.0,2.0,1.0,30000.0,0.0,0,1,1,18.0,2,0,2,11.0,0.0
245.0,47.0,4.0,1.0,2.0,1.0,30000.0,0.0,1,1,1,19.0,2,0,0,-1.0,-1.0
245.0,47.0,4.0,1.0,2.0,1.0,30000.0,0.0,2,1,1,18.0,3,1,1,672.0,0.0
245.0,47.0,4.0,1.0,2.0,1.0,30000.0,0.0,3,0,0,6.0,2,0,2,388.0,0.0
246.0,15.0,4.0,1.0,2.0,1.0,35000.0,1.0,0,1,1,21.0,3,2,0,-1.0,-1.0
246.0,15.0,4.0,1.0,2.0,1.0,35000.0,1.0,1,1,0,19.0,2,0,2,458.0,0.0
246.0,15.0,4.0,1.0,2.0,1.0,35000.0,1.0,2,1,1,20.0,3,1,1,491.0,0.0
246.0,15.0,4.0,1.0,2.0,1.0,35000.0,1.0,3,0,1,11.0,2,0,2,157.0,0.0
247.0,48.0,4.0,2.0,2.0,1.0,25000.0,1.0,0,1,0,18.0,2,0,2,66.0,0.0
247.0,48.0,4.0,2.0,2.0,1.0,25000.0,1.0,1,1,0,17.0,2,0,2,447.0,0.0
247.0,48.0,4.0,2.0,2.0,1.0,25000.0,1.0,2,0,0,9.0,2,0,2,412.0,3.0
247.0,48.0,4.0,2.0,2.0,1.0,25000.0,1.0,3,0,1,2.0,2,0,2,392.0,3.0
248.0,62.0,3.0,0.0,1.0,1.0,35000.0,0.0,0,1,0,58.0,3,1,1,984.0,0.0
248.0,62.0,3.0,0.0,1.0,1.0,35000.0,0.0,1,1,0,59.0,0,0,0,-1.0,-1.0
248.0,62.0,3.0,0.0,1.0,1.0,35000.0,0.0,2,1,1,57.0,0,0,0,-1.0,-1.0
249.0,42.0,3.0,1.0,1.0,1.0,45000.0,0.0,0,1,1,18.0,2,0,2,426.0,2.0
249.0,42.0,3.0,1.0,1.0,1.0,45000.0,0.0,1,1,0,18.0,1,0,0,-1.0,-1.0
249.0,42.0,3.0,1.0,1.0,1.0,45000.0,0.0,2,0,0,10.0,2,0,2,195.0,0.0
250.0,46.0,5.0,3.0,1.0,1.0,55000.0,1.0,0,1,2,46.0,3,2,1,382.0,0.0
250.0,46.0,5.0,3.0,1.0,1.0,55000.0,1.0,1,1,1,48.0,1,0,0,-1.0,-1.0
250.0,46.0,5.0,3.0,1.0,1.0,55000.0,1.0,2,0,0,14.0,2,0,5,71.0,0.0
250.0,46.0,5.0,3.0,1.0,1.0,55000.0,1.0,3,0,1,13.0,2,0,2,324.0,0.0
250.0,46.0,5.0,3.0,1.0,1.0,55000.0,1.0,4,0,1,10.0,2,0,2,8.0,0.0
251.0,42.0,3.0,1.0,1.0,1.0,30000.0,1.0,0,1,1,21.0,3,1,5,3.0,0.0
251.0,42.0,3.0,1.0,1.0,1.0,30000.0,1.0,1,1,0,21.0,3,1,1,10.0,3.0
251.0,42.0,3.0,1.0,1.0,1.0,30000.0,1.0,2,0,1,10.0,2,0,2,134.0,3.0
252.0,61.0,1.0,0.0,0.0,0.0,16000.0,1.0,0,1,0,29.0,3,1,1,606.0,0.0
253.0,42.0,4.0,1.0,2.0,1.0,30000.0,1.0,0,1,0,26.0,3,1,1,27.0,2.0
253.0,42.0,4.0,1.0,2.0,1.0,30000.0,1.0,1,1,0,23.0,3,1,1,457.0,0.0
253.0,42.0,4.0,1.0,2.0,1.0,30000.0,1.0,2,1,0,23.0,3,1,1,258.0,0.0
253.0,42.0,4.0,1.0,2.0,1.0,30000.0,1.0,3,0,1,9.0,2,0,2,423.0,0.0
254.0,62.0,1.0,0.0,1.0,1.0,45000.0,0.0,0,1,1,62.0,3,1,1,797.0,0.0
255.0,64.0,3.0,0.0,0.0,0.0,18000.0,1.0,0,1,0,56.0,0,0,5,22.0,0.0
255.0,64.0,3.0,0.0,0.0,0.0,18000.0,1.0,1,1,1,56.0,0,0,0,-1.0,-1.0
255.0,64.0,3.0,0.0,0.0,0.0,18000.0,1.0,2,1,0,55.0,0,0,0,-1.0,-1.0
256.0,47.0,4.0,1.0,2.0,1.0,30000.0,2.0,0,1,1,18.0,2,0,2,370.0,0.0
256.0,47.0,4.0,1.0,2.0,1.0,30000.0,2.0,1,1,0,18.0,2,0,2,345.0,0.0
256.0,47.0,4.0,1.0,2.0,1.0,30000.0,2.0,2,1,1,18.0,3,1,1,768.0,3.0
256.0,47.0,4.0,1.0,2.0,1.0,30000.0,2.0,3,0,0,2.0,2,0,2,165.0,0.0
257.0,47.0,5.0,1.0,1.0,1.0,30000.0,1.0,0,1,1,22.0,3,1,1,47.0,3.0
257.0,47.0,5.0,1.0,1.0,1.0,30000.0,1.0,1,1,0,26.0,3,1,1,488.0,2.0
257.0,47.0,5.0,1.0,1.0,1.0,30000.0,1.0,2,1,1,22.0,3,1,1,969.0,2.0
257.0,47.0,5.0,1.0,1.0,1.0,30000.0,1.0,3,1,0,23.0,3,1,1,11.0,0.0
257.0,47.0,5.0,1.0,1.0,1.0,30000.0,1.0,4,0,1,8.0,2,0,2,7.0,3.0
258.0,48.0,4.0,2.0,1.0,1.0,55000.0,2.0,0,1,1,21.0,3,1,1,890.0,2.0
258.0,48.0,4.0,2.0,1.0,1.0,55000.0,2.0,1,1,0,20.0,3,1,1,928.0,0.0
258.0,48.0,4.0,2.0,1.0,1.0,55000.0,2.0,2,0,0,8.0,2,0,2,221.0,2.0
258.0,48.0,4.0,2.0,1.0,1.0,55000.0,2.0,3,0,0,13.0,2,0,2,421.0,0.0
259.0,47.0,3.0,0.0,2.0,1.0,120000.0,2.0,0,1,0,61.0,3,1,1,91.0,0.0
259.0,47.0,3.0,0.0,2.0,1.0,120000.0,2.0,1,1,0,60.0,3,1,1,291.0,0.0
259.0,47.0,3.0,0.0,2.0,1.0,120000.0,2.0,2,1,0,61.0,0,0,0,-1.0,-1.0
260.0,48.0,5.0,0.0,5.0,1.0,45000.0,3.0,0,1,0,58.0,3,1,1,305.0,0.0
260.0,48.0,5.0,0.0,5.0,1.0,45000.0,3.0,1,1,0,56.0,3,3,1,832.0,0.0
260.0,48.0,5.0,0.0,5.0,1.0,45000.0,3.0,2,1,0,56.0,3,1,1,24.0,3.0
260.0,48.0,5.0,0.0,5.0,1.0,45000.0,3.0,3,1,0,60.0,3,1,0,-1.0,-1.0
260.0,48.0,5.0,0.0,5.0,1.0,45000.0,3.0,4,1,1,57.0,3,1,1,8.0,0.0
261.0,15.0,3.0,1.0,1.0,1.0,50000.0,0.0,0,1,0,38.0,3,1,1,751.0,0.0
261.0,15.0,3.0,1.0,1.0,1.0,50000.0,0.0,1,1,1,35.0,3,1,1,774.0,3.0
261.0,15.0,3.0,1.0,1.0,1.0,50000.0,0.0,2,0,1,3.0,2,0,2,200.0,0.0
262.0,47.0,3.0,0.0,2.0,1.0,40000.0,1.0,0,1,0,63.0,3,1,1,487.0,0.0
262.0,47.0,3.0,0.0,2.0,1.0,40000.0,1.0,1,1,0,63.0,3,1,1,546.0,0.0
262.0,47.0,3.0,0.0,2.0,1.0,40000.0,1.0,2,1,0,63.0,0,0,4,427.0,0.0
263.0,42.0,3.0,1.0,1.0,1.0,45000.0,1.0,0,1,0,32.0,3,1,1,107.0,0.0
263.0,42.0,3.0,1.0,1.0,1.0,45000.0,1.0,1,1,1,32.0,1,0,4,417.0,3.0
263.0,42.0,3.0,1.0,1.0,1.0,45000.0,1.0,2,0,0,11.0,2,0,2,175.0,0.0
264.0,62.0,2.0,1.0,1.0,1.0,30000.0,0.0,0,1,0,32.0,3,1,1,211.0,1.0
264.0,62.0,2.0,1.0,1.0,1.0,30000.0,0.0,1,0,1,8.0,2,0,2,418.0,0.0
265.0,42.0,3.0,1.0,1.0,1.0,30000.0,2.0,0,1,1,26.0,3,1,1,794.0,0.0
265.0,42.0,3.0,1.0,1.0,1.0,30000.0,2.0,1,1,0,29.0,3,1,1,989.0,1.0
265.0,42.0,3.0,1.0,1.0,1.0,30000.0,2.0,2,0,0,8.0,2,0,2,23.0,1.0
266.0,15.0,1.0,0.0,1.0,1.0,30000.0,1.0,0,1,0,56.0,3,1,1,860.0,0.0
267.0,63.0,2.0,0.0,1.0,1.0,40000.0,2.0,0,1,1,60.0,3,2,1,924.0,3.0
267.0,63.0,2.0,0.0,1.0,1.0,40000.0,2.0,1,1,0,59.0,0,0,0,-1.0,-1.0
268.0,42.0,3.0,0.0,0.0,0.0,18000.0,2.0,0,1,0,70.0,0,0,3,642.0,2.0
268.0,42.0,3.0,0.0,0.0,0.0,18000.0,2.0,1,1,0,68.0,0,0,0,-1.0,-1.0
268.0,42.0,3.0,0.0,0.0,0.0,18000.0,2.0,2,1,0,66.0,0,0,3,967.0,2.0
269.0,52.0,4.0,1.0,3.0,1.0,45000.0,2.0,0,1,0,19.0,2,0,2,316.0,0.0
269.0,52.0,4.0,1.0,3.0,1.0,45000.0,2.0,1,1,2,22.0,2,0,5,86.0,1.0
269.0,52.0,4.0,1.0,3.0,1.0,45000.0,2.0,2,1,2,20.0,2,0,2,2.0,3.0
269.0,52.0,4.0,1.0,3.0,1.0,45000.0,2.0,3,0,0,13.0,2,0,2,108.0,0.0
270.0,62.0,4.0,0.0,1.0,1.0,70000.0,0.0,0,1,1,68.0,3,1,0,-1.0,-1.0
270.0,62.0,4.0,0.0,1.0,1.0,70000.0,0.0,1,1,0,70.0,0,0,4,678.0,1.0
270.0,62.0,4.0,0.0,1.0,1.0,70000.0,0.0,2,1,0,72.0,0,0,0,-1.0,-1.0
270.0,62.0,4.0,0.0,1.0,1.0,70000.0,0.0,3,1,0,71.0,0,0,0,-1.0,-1.0
271.0,52.0,2.0,0.0,0.0,0.0,17000.0,2.0,0,1,0,66.0,0,0,0,-1.0,-1.0
271.0,52.0,2.0,0.0,0.0,0.0,17000.0,2.0,1,1,1,65.0,0,0,0,-1.0,-1.0
272.0,15.0,2.0,0.0,1.0,1.0,40000.0,0.0,0,1,0,35.0,3,1,1,941.0,0.0
272.0,15.0,2.0,0.0,1.0,1.0,40000.0,0.0,1,1,1,32.0,3,1,1,738.0,0.0
273.0,42.0,4.0,1.0,3.0,1.0,35000.0,2.0,0,1,0,31.0,3,1,1,551.0,0.0
273.0,42.0,4.0,1.0,3.0,1.0,35000.0,2.0,1,1,0,32.0,3,1,1,167.0,0.0
273.0,42.0,4.0,1.0,3.0,1.0,35000.0,2.0,2,1,1,32.0,3,2,1,402.0,2.0
273.0,42.0,4.0,1.0,3.0,1.0,35000.0,2.0,3,0,1,11.0,2,0,2,401.0,0.0
274.0,46.0,3.0,1.0,1.0,1.0,40000.0,0.0,0,1,1,20.0,3,1,1,221.0,0.0
274.0,46.0,3.0,1.0,1.0,1.0,40000.0,0.0,1,1,0,23.0,3,1,1,19.0,0.0
274.0,46.0,3.0,1.0,1.0,1.0,40000.0,0.0,2,0,0,15.0,2,0,2,219.0,0.0
275.0,46.0,3.0,0.0,0.0,0.0,18000.0,0.0,0,1,0,67.0,0,0,3,356.0,0.0
275.0,46.0,3.0,0.0,0.0,0.0,18000.0,0.0,1,1,0,68.0,0,0,5,86.0,0.0
275.0,46.0,3.0,0.0,0.0,0.0,18000.0,0.0,2,1,0,69.0,0,0,5,81.0,0.0
276.0,50.0,1.0,0.0,1.0,1.0,50000.0,1.0,0,1,0,56.0,3,1,1,302.0,0.0
277.0,47.0,3.0,0.0,0.0,0.0,18000.0,1.0,0,1,0,55.0,0,0,0,-1.0,-1.0
277.0,47.0,3.0,0.0,0.0,0.0,18000.0,1.0,1,1,0,54.0,0,0,0,-1.0,-1.0
277.0,47.0,3.0,0.0,0.0,0.0,18000.0,1.0,2,1,0,57.0,0,0,0,-1.0,-1.0
278.0,46.0,2.0,0.0,1.0,1.0,55000.0,0.0,0,1,0,72.0,3,1,1,597.0,0.0
278.0,46.0,2.0,0.0,1.0,1.0,55000.0,0.0,1,1,1,70.0,0,0,0,-1.0,-1.0
279.0,49.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,63.0,0,0,0,-1.0,-1.0
280.0,15.0,2.0,0.0,0.0,0.0,17000.0,1.0,0,1,0,64.0,0,0,0,-1.0,-1.0
280.0,15.0,2.0,0.0,0.0,0.0,17000.0,1.0,1,1,1,63.0,0,0,0,-1.0,-1.0
281.0,46.0,3.0,1.0,1.0,1.0,25000.0,0.0,0,1,0,33.0,3,1,1,749.0,0.0
281.0,46.0,3.0,1.0,1.0,1.0,25000.0,0.0,1,1,0,32.0,3,1,1,860.0,0.0
281.0,46.0,3.0,1.0,1.0,1.0,25000.0,0.0,2,0,0,11.0,2,0,2,148.0,0.0
282.0,47.0,3.0,1.0,2.0,1.0,45000.0,2.0,0,1,0,28.0,3,1,1,12.0,0.0
282.0,47.0,3.0,1.0,2.0,1.0,45000.0,2.0,1,1,0,30.0,3,1,1,398.0,0.0
282.0,47.0,3.0,1.0,2.0,1.0,45000.0,2.0,2,0,1,12.0,2,0,2,200.0,0.0
283.0,46.0,3.0,0.0,1.0,1.0,150000.0,1.0,0,1,0,57.0,3,2,1,358.0,3.0
283.0,46.0,3.0,0.0,1.0,1.0,150000.0,1.0,1,1,1,57.0,0,0,0,-1.0,-1.0
283.0,46.0,3.0,0.0,1.0,1.0,150000.0,1.0,2,1,1,56.0,0,0,5,5.0,0.0
284.0,42.0,2.0,0.0,1.0,1.0,25000.0,0.0,0,1,1,56.0,3,1,1,973.0,1.0
284.0,42.0,2.0,0.0,1.0,1.0,25000.0,0.0,1,1,1,57.0,0,0,0,-1.0,-1.0
285.0,62.0,4.0,1.0,2.0,1.0,60000.0,2.0,0,1,1,30.0,3,2,1,222.0,2.0
285.0,62.0,4.0,1.0,2.0,1.0,60000.0,2.0,1,1,0,31.0,3,1,1,483.0,0.0
285.0,62.0,4.0,1.0,2.0,1.0,60000.0,2.0,2,1,1,33.0,1,0,0,-1.0,-1.0
285.0,62.0,4.0,1.0,2.0,1.0,60000.0,2.0,3,0,2,10.0,2,0,2,434.0,1.0
286.0,62.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,57.0,0,0,0,-1.0,-1.0
287.0,41.0,4.0,1.0,3.0,1.0,25000.0,0.0,0,1,1,21.0,2,0,2,234.0,2.0
287.0,41.0,4.0,1.0,3.0,1.0,25000.0,0.0,1,1,0,22.0,3,1,1,388.0,0.0
287.0,41.0,4.0,1.0,3.0,1.0,25000.0,0.0,2,1,1,21.0,3,1,1,230.0,0.0
287.0,41.0,4.0,1.0,3.0,1.0,25000.0,0.0,3,0,0,8.0,2,0,2,466.0,0.0
288.0,51.0,4.0,1.0,3.0,1.0,40000.0,1.0,0,1,1,30.0,3,1,1,986.0,2.0
288.0,51.0,4.0,1.0,3.0,1.0,40000.0,1.0,1,1,2,26.0,3,1,1,342.0,0.0
288.0,51.0,4.0,1.0,3.0,1.0,40000.0,1.0,2,1,0,26.0,2,0,2,13.0,0.0
288.0,51.0,4.0,1.0,3.0,1.0,40000.0,1.0,3,0,1,5.0,2,0,2,8.0,0.0
289.0,46.0,2.0,0.0,1.0,1.0,25000.0,0.0,0,1,1,55.0,3,1,1,81.0,0.0
289.0,46.0,2.0,0.0,1.0,1.0,25000.0,0.0,1,1,0,59.0,0,0,0,-1.0,-1.0
290.0,15.0,5.0,3.0,2.0,1.0,45000.0,2.0,0,1,1,25.0,3,1,1,635.0,0.0
290.0,15.0,5.0,3.0,2.0,1.0,45000.0,2.0,1,1,1,25.0,3,1,1,616.0,0.0
290.0,15.0,5.0,3.0,2.0,1.0,45000.0,2.0,2,0,0,12.0,2,0,2,137.0,0.0
290.0,15.0,5.0,3.0,2.0,1.0,45000.0,2.0,3,0,0,3.0,2,0,2,355.0,2.0
290.0,15.0,5.0,3.0,2.0,1.0,45000.0,2.0,4,0,0,9.0,2,0,2,137.0,1.0
291.0,47.0,1.0,0.0,1.0,1.0,15000.0,1.0,0,1,0,35.0,3,1,1,798.0,3.0
292.0,42.0,4.0,1.0,3.0,1.0,55000.0,1.0,0,1,0,38.0,3,1,1,794.0,3.0
292.0,42.0,4.0,1.0,3.0,1.0,55000.0,1.0,1,1,1,38.0,3,1,1,607.0,0.0
292.0,42.0,4.0,1.0,3.0,1.0,55000.0,1.0,2,1,0,40.0,3,1,1,743.0,0.0
292.0,42.0,4.0,1.0,3.0,1.0,55000.0,1.0,3,0,0,4.0,2,0,2,329.0,2.0
293.0,42.0,4.0,0.0,2.0,1.0,40000.0,0.0,0,1,0,43.0,3,1,1,877.0,0.0
293.0,42.0,4.0,0.0,2.0,1.0,40000.0,0.0,1,1,0,42.0,3,1,1,753.0,0.0
293.0,42.0,4.0,0.0,2.0,1.0,40000.0,0.0,2,1,0,44.0,3,1,1,13.0,0.0
293.0,42.0,4.0,0.0,2.0,1.0,40000.0,0.0,3,1,0,41.0,1,0,0,-1.0,-1.0
294.0,47.0,4.0,0.0,1.0,1.0,125000.0,1.0,0,1,0,61.0,3,1,1,212.0,0.0
294.0,47.0,4.0,0.0,1.0,1.0,125000.0,1.0,1,1,0,62.0,0,0,0,-1.0,-1.0
294.0,47.0,4.0,0.0,1.0,1.0,125000.0,1.0,2,1,0,65.0,0,0,4,899.0,0.0
294.0,47.0,4.0,0.0,1.0,1.0,125000.0,1.0,3,1,1,61.0,0,0,0,-1.0,-1.0
295.0,42.0,2.0,0.0,2.0,1.0,35000.0,1.0,0,1,2,61.0,3,1,1,409.0,0.0
295.0,42.0,2.0,0.0,2.0,1.0,35000.0,1.0,1,1,0,60.0,3,1,1,38.0,0.0
296.0,48.0,2.0,0.0,0.0,0.0,17000.0,0.0,0,1,0,70.0,0,0,0,-1.0,-1.0
296.0,48.0,2.0,0.0,0.0,0.0,17000.0,0.0,1,1,0,69.0,0,0,4,920.0,0.0
297.0,41.0,2.0,0.0,2.0,1.0,35000.0,2.0,0,1,0,57.0,3,1,1,210.0,3.0
297.0,41.0,2.0,0.0,2.0,1.0,35000.0,2.0,1,1,0,55.0,3,1,1,851.0,2.0
298.0,63.0,2.0,0.0,1.0,1.0,45000.0,1.0,0,1,0,48.0,3,1,1,25.0,0.0
298.0,63.0,2.0,0.0,1.0,1.0,45000.0,1.0,1,1,1,51.0,0,0,5,47.0,3.0
299.0,15.0,3.0,1.0,2.0,1.0,40000.0,0.0,0,1,1,18.0,2,0,2,182.0,0.0
299.0,15.0,3.0,1.0,2.0,1.0,40000.0,0.0,1,1,0,18.0,2,0,0,-1.0,-1.0
299.0,15.0,3.0,1.0,2.0,1.0,40000.0,0.0,2,0,0,12.0,2,0,2,40.0,0.0
300.0,46.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,52.0,0,0,5,22.0,0.0
301.0,42.0,4.0,1.0,2.0,1.0,45000.0,3.0,0,1,1,21.0,3,1,1,363.0,0.0
301.0,42.0,4.0,1.0,2.0,1.0,45000.0,3.0,1,1,1,21.0,3,1,1,995.0,0.0
301.0,42.0,4.0,1.0,2.0,1.0,45000.0,3.0,2,1,1,20.0,1,0,0,-1.0,-1.0
301.0,42.0,4.0,1.0,2.0,1.0,45000.0,3.0,3,0,1,3.0,2,0,2,399.0,2.0
302.0,46.0,5.0,0.0,1.0,1.0,40000.0,1.0,0,1,1,49.0,3,1,1,321.0,0.0
302.0,46.0,5.0,0.0,1.0,1.0,40000.0,1.0,1,1,0,49.0,3,1,1,366.0,0.0
302.0,46.0,5.0,0.0,1.0,1.0,40000.0,1.0,2,1,1,53.0,0,0,0,-1.0,-1.0
302.0,46.0,5.0,0.0,1.0,1.0,40000.0,1.0,3,1,0,48.0,3,1,1,48.0,1.0
302.0,46.0,5.0,0.0,1.0,1.0,40000.0,1.0,4,1,0,48.0,1,0,0,-1.0,-1.0
303.0,47.0,5.0,3.0,2.0,1.0,50000.0,1.0,0,1,0,26.0,3,1,1,736.0,1.0
303.0,47.0,5.0,3.0,2.0,1.0,50000.0,1.0,1,1,0,22.0,3,1,1,126.0,0.0
